ID,Nom de la filiale,Pays,Région,Secteur d'activité,Type de production,Volume de production,Coût de production,Prix de vente,Revenu,Dépenses,Profit,Nombre d'employés,Taux d'accidents,Investissements en RD,Emissions de CO2,Efficacité énergétique,Date de création de la filiale,Date de dernier rapport financier,Note ESG,Statut légal,Part de marché
2061,"Brooks, Boyd and Cain",Iceland,Evanville,Raffinage,Pétrole,8989,104229.17504993676,462629.6283146948,514628.7412891075,325820.1772138974,61565.39474362528,2045,6.609072902722772,205812.6821381113,1359.0234351209804,79.23914518327534,2005-01-17,2023-03-22,65.78,Privée,77.44
2062,Morales Inc,Bahrain,Thorntontown,Raffinage,Éolien,3112,105929.75930212448,436718.0653495418,173678.30846310942,123857.9482300756,450980.0934143656,1761,0.9326692614127252,239161.2899422969,4388.055466733917,70.53046744017612,2013-07-20,2023-12-12,67.09,Privée,4.13
2063,Garrett-Owens,Cook Islands,East Annfort,Distribution,Pétrole,408,219714.43445653093,281426.1766065479,133945.32050275969,453243.36434902326,33653.64111371341,2174,7.297091147648539,110356.85496906082,3478.128935406201,65.41564712668085,2014-12-06,2023-01-22,21.14,Privée,2.08
2064,Johnson Ltd,Djibouti,Wardborough,Production,Solaire,550,346815.0606200765,171323.45566102705,733215.9797223678,376224.0213624298,400932.06629207433,3889,0.9751709995808122,135464.52937357692,2632.77588674151,69.15810625722516,2001-10-03,2023-04-12,20.99,Publique,37.09
2065,Goodwin-Fisher,Romania,Gloriastad,Distribution,Solaire,4419,180368.2298599165,546939.8269383693,843695.4303013998,129393.0580648009,-10027.293100556832,538,8.804562488894076,130218.231874952,2428.7840339339923,68.65663308890582,2016-02-08,2023-09-02,79.17,Privée,61.67
2066,Ramsey-Mayer,Mexico,Jamiemouth,Production,Gaz,4852,119672.84689701302,327346.1740200546,171042.98980037175,430035.894480854,457343.2769457125,683,4.758223825290924,228010.7138213036,5863.298808877123,53.0908147298808,2000-07-16,2023-03-19,44.55,Privée,46.14
2067,"Thomas, Gillespie and Gonzalez",Jamaica,New Larry,Exploration,Éolien,8163,281916.6394794433,513559.565376918,137025.73446082702,385140.739020168,280464.3883647097,4792,1.5151903702338332,157042.42827394846,6926.821232235004,12.276904007316617,1999-01-24,2023-12-22,15.87,Privée,24.88
2068,"Lucas, Boyd and Koch",United States Virgin Islands,Wagnerview,Distribution,Hydroélectrique,1206,323142.0494490637,412880.3859931296,684385.775944502,215105.77770285588,310347.9924498738,2619,2.711494647583096,427561.39375251246,9349.87535821558,37.28892948489269,2004-02-07,2023-01-23,5.74,Publique,7.34
2069,Oconnor-Hensley,Botswana,Hillburgh,Raffinage,Éolien,8639,159952.05745274154,487704.2628547766,747908.5667081117,116152.99898941672,287792.2873505215,1974,9.620374485174407,36343.77322294288,1416.1876685027628,68.19642012303558,2011-07-20,2023-06-09,89.57,Privée,88.19
2070,"Guzman, Walker and Mora",Belarus,Lake Bradley,Raffinage,Éolien,2294,306288.7632697943,348469.53150873765,551545.0357882353,303449.3758432466,146736.59172804756,4266,2.1535399870294225,389454.3133049563,2938.85893457549,12.896952232831882,2004-05-07,2023-09-25,75.95,Partenariat,32.71
2071,"Wagner, Good and Taylor",Malawi,South Josephville,Renouvelables,Hydroélectrique,8217,495714.0760361978,177326.33713862847,974787.3632104762,216069.8241947096,54982.1695349629,3246,1.1266994327823645,289400.7728358593,8839.96754121929,13.687273222964038,2001-05-28,2023-02-14,65.88,Partenariat,97.71
2072,Mclaughlin PLC,Northern Mariana Islands,Michaelborough,Production,Hydroélectrique,3383,158740.38670684205,541572.8123016424,644675.0050136206,193443.1445694459,342699.5061375098,3156,4.707178439373854,63802.81703650013,5504.415852628968,60.48631692971968,2012-04-26,2023-04-30,84.97,Publique,55.47
2073,"Mitchell, Arnold and Henderson",Kenya,East Dariusland,Renouvelables,Hydroélectrique,5513,128614.052423195,350655.9200400329,106825.06423754292,406707.7696460477,120395.68837176391,4981,1.132342016176675,484243.1182424413,2907.6793933850063,45.50138670630771,2019-04-01,2023-05-22,6.85,Partenariat,58.14
2074,Jordan-Brown,Sierra Leone,North Douglas,Raffinage,Hydroélectrique,9766,279865.7695142708,346558.3211106004,276330.3894200325,169823.50654722733,81066.35666614067,1026,6.933921972814979,165655.23061984868,4067.857154799529,97.73659989219264,2004-03-24,2023-02-17,29.78,Publique,40.08
2075,"Clark, Holt and Barnes",Cote d'Ivoire,Justinmouth,Renouvelables,Solaire,1140,157209.78049268865,430391.7568814581,733062.445091516,173818.84220066335,81821.44620157467,3665,8.639280817587808,174898.14852494394,9479.591477130318,94.26278720409329,2016-03-16,2023-07-17,36.24,Publique,63.73
2076,"Gomez, Love and Martin",Barbados,Lake Hollyview,Distribution,Gaz,2381,52757.29339748048,597669.7266281497,805639.202550456,170468.37440373062,232373.4312769909,2348,2.2339115259561373,15336.183993689372,1833.8650663691008,70.31545170830472,1999-05-10,2023-05-24,98.83,Publique,77.68
2077,Riggs-Torres,Belgium,Monroetown,Renouvelables,Pétrole,2686,309935.63347473904,554933.9764013335,947450.4266569776,218194.1356726666,166329.83070115402,3852,4.663065721167749,358053.25477425446,9597.396866891044,60.62033267488071,2003-03-05,2023-10-11,18.54,Publique,58.53
2078,Flores-Glover,French Polynesia,Cordovahaven,Raffinage,Gaz,7645,443834.8667807187,374328.3090778193,241536.67665339095,202062.04173382084,498563.6490415406,3940,1.525335469514607,313064.79903788306,1390.0413345186694,98.18713060139788,2021-11-07,2023-01-09,46.8,Publique,57.33
2079,Howell-Cox,Togo,Derektown,Renouvelables,Hydroélectrique,7048,486472.88617902977,585448.1033984969,830119.806467789,119140.59478889203,442170.65965149086,2330,4.72445849822667,160125.28588739675,2032.4362391043985,73.56299751555161,2008-02-10,2023-06-28,21.08,Partenariat,43.06
2080,Dodson-Johnson,Liechtenstein,Fisherfurt,Distribution,Solaire,8216,338306.18885549536,587426.7260481518,857236.2670624605,260339.48170489637,347636.74662753346,2957,1.986730030211432,385172.3079527624,3821.881217783897,96.62519906127773,2004-01-04,2023-07-19,50.09,Privée,5.47
2081,Frazier-Bailey,Estonia,South Amy,Distribution,Gaz,4256,373948.3889398495,188518.55199284165,988548.9839422517,123552.71623528333,227434.813334786,3163,0.7189563855324288,448422.92438083695,5275.155937278386,65.53531427060415,2013-06-03,2023-08-11,65.23,Publique,19.37
2082,Glover-Nicholson,Congo,Lake William,Production,Éolien,8332,493046.1563471431,487948.1712422026,826330.7696713423,123437.05917936054,262635.4856935368,4818,5.677655714944744,332975.76318582124,5893.925116053859,27.27297620235217,2001-07-19,2023-03-02,90.55,Privée,24.72
2083,"Brown, Rollins and Johnson",Benin,Edwinfurt,Raffinage,Gaz,1066,446613.1030764576,349770.2792793698,967029.43037906,288437.5544978343,433919.2586028046,4739,4.199630790545225,497981.38782358426,5414.381019519228,98.24197853793102,2012-04-04,2023-09-16,2.0,Privée,40.81
2084,Perry and Sons,Holy See (Vatican City State),Sanchezport,Distribution,Gaz,6244,360258.9723726696,77040.9555893711,842330.5005061373,255150.9706260519,124660.74514004328,2670,6.46915613543178,434801.0220891033,3889.186568481708,76.60656612944193,2004-01-20,2023-11-11,94.57,Privée,51.76
2085,"Mason, Morse and Contreras",Papua New Guinea,Crosbyview,Distribution,Hydroélectrique,6386,74627.20354333485,408695.0455293024,874847.7368372314,233811.37378275744,-29165.80372966316,4034,2.438484177191248,318857.6824284695,9004.73870964326,31.398664164821856,2011-05-01,2023-04-25,7.24,Publique,6.76
2086,"Weber, Smith and Weaver",Western Sahara,East Sandraberg,Production,Pétrole,7448,64677.37012514421,168555.94481302914,993464.0839022008,318401.3479667188,375006.4388765305,3054,3.2902122165757417,325824.9784057777,9949.729214618614,36.8057686460018,2000-08-23,2023-09-29,48.12,Partenariat,61.07
2087,Campbell Ltd,Finland,Gravesville,Raffinage,Pétrole,572,284444.5999367066,436706.6026578403,592980.4724813919,231612.25016911805,150626.15663701744,3741,7.839367675798447,271196.35404272366,9731.741518991146,43.219299994718654,2004-01-16,2023-05-18,53.97,Partenariat,92.76
2088,"Flores, Murray and Miller",Gabon,East Katherine,Exploration,Solaire,5911,386539.3497774456,261626.70562933624,555178.3154162107,249199.69220457037,257732.87390544167,820,1.688213989967493,360148.04307092464,2382.9182559600104,86.8490714003828,2014-10-13,2023-11-04,65.15,Publique,64.67
2089,Edwards PLC,Belarus,East Robertamouth,Production,Hydroélectrique,8251,487009.7837784192,212397.9864189115,243769.9146105509,197731.15407658552,366201.27793501393,3184,7.35734857561172,417607.8691603076,8431.021161136025,90.86489385500124,2009-11-15,2023-05-26,56.71,Privée,5.99
2090,"Hall, Best and Bennett",Heard Island and McDonald Islands,Port Juanton,Production,Hydroélectrique,4035,77223.32079207619,492445.94219736906,654531.5115427151,170518.9664065272,269228.35240083665,3642,4.189833429189486,496285.8014048713,4770.862627348076,64.73035005801981,2000-01-13,2023-09-04,70.76,Publique,52.82
2091,"Stewart, Norris and Gordon",Saint Pierre and Miquelon,South Michele,Exploration,Solaire,319,320553.09415696014,120143.63673973284,395534.0278182725,364791.5673018074,80288.77817750289,1537,1.031620189898543,100612.41393637857,2137.360539703305,29.261750672628317,2023-12-24,2023-08-26,65.55,Privée,99.03
2092,Gates-Johnson,France,Erictown,Distribution,Solaire,3470,473582.459271097,347145.4258333252,252764.66736811583,443226.2824227373,61415.856273286015,4898,9.270215903195416,259350.9036715257,5633.921189274707,26.050709250669183,2005-12-15,2023-07-24,51.36,Partenariat,2.24
2093,"Lynch, Rodriguez and Smith",Norfolk Island,Port Emily,Raffinage,Hydroélectrique,5805,376716.31781279953,357308.486945444,252219.06072960765,410057.8287661289,117889.96369218352,1450,1.8177615181236728,178107.34975517547,9940.652848475544,57.218998080978274,2020-02-29,2023-05-31,88.33,Privée,17.35
2094,"Garcia, Frank and Williams",Liberia,Andrewfort,Renouvelables,Solaire,210,110671.21946498708,109260.4378388476,810654.1265987846,393689.6054485631,33090.560847806206,3799,9.710390327578612,61623.43213723814,3816.20344646389,64.26582099969258,2023-10-02,2023-12-27,56.52,Publique,16.55
2095,Cantrell and Sons,Wallis and Futuna,Montesmouth,Raffinage,Éolien,9278,236248.8025211088,392898.1836465335,639793.9139905805,436142.9090399041,11647.7187602106,2137,8.65047060488341,277847.874086057,7512.440513009198,75.69717966333813,2014-12-26,2023-12-11,61.92,Partenariat,31.88
2096,Oneal-Schmidt,Saint Vincent and the Grenadines,Hurstview,Production,Éolien,4330,264772.2200724194,208364.14613537185,921497.2384183196,189637.9980572535,227502.26486013195,4125,5.612474071856472,287743.66590462386,8141.899919289821,64.05195672607783,2015-07-12,2023-07-14,83.69,Privée,22.04
2097,"Hickman, Le and Kim",Montenegro,Lake Larryburgh,Raffinage,Hydroélectrique,7785,331375.68211606384,207710.3006243676,748192.2947589431,132912.7714410557,361019.2373643886,4946,0.304313077758801,443049.921094529,1389.8536569155367,56.80064080757009,2010-07-17,2023-05-01,35.51,Publique,90.13
2098,"Ward, Hays and Sanchez",Turkmenistan,Maymouth,Renouvelables,Pétrole,1124,124165.46149595348,360678.2551075776,667477.0294746883,387493.51440716814,214686.04311005012,559,6.572776163865276,330251.3266992772,9810.896103065506,75.27878785193258,2014-03-20,2023-08-28,91.75,Publique,12.64
2099,Nicholson LLC,Saudi Arabia,Lake Courtney,Renouvelables,Pétrole,1136,112323.6779373674,324196.3259683892,353965.44180018234,471743.6850929537,432502.3240902827,2604,0.2365194163958173,352371.695039165,8909.77369774675,15.251127176114847,1995-06-18,2023-08-24,95.47,Partenariat,13.46
2100,"Smith, Ross and Jackson",San Marino,Lake Marychester,Exploration,Éolien,2294,473778.87741809065,498633.0940654075,496828.4713005507,168222.65783821736,325255.92565895536,124,2.6702595112095797,95977.999984571,2709.257278537096,51.73405294101714,2000-05-10,2023-02-04,94.79,Publique,66.76
2101,"Wade, Bowman and May",Saint Kitts and Nevis,South Eugene,Exploration,Solaire,3839,79744.79336161297,150507.59471042006,367451.7939194988,310551.8471030667,114101.25143097136,3898,3.1690633200088514,127624.85176326105,265.42777655870884,38.657241360229264,1998-12-24,2023-10-17,76.24,Publique,30.22
2102,Colon-Watson,Barbados,Christyland,Distribution,Hydroélectrique,4506,407457.1871633583,221453.02305484164,828119.182515899,462203.9657393727,179465.6151358489,3006,0.7766660932763603,152150.1858447959,7208.407956891762,80.31115205780645,2007-11-03,2023-04-01,47.71,Privée,56.9
2103,Castaneda-Lester,Haiti,Lake John,Raffinage,Pétrole,8800,445681.7429079845,379186.75571556535,523042.2613911544,160648.0567148084,347231.7818686996,1663,8.17300025955441,291412.099873459,5330.267707020786,36.145196951053975,2023-07-31,2023-03-30,30.7,Partenariat,39.91
2104,Mayer-Neal,Cocos (Keeling) Islands,Melaniestad,Distribution,Gaz,3371,235436.9432026781,507732.4578657301,605974.8080842142,60452.85667388041,111626.77116262044,3254,0.5663911234101882,482796.43388821307,1049.8995504475524,78.50829285062153,1995-10-28,2023-09-07,35.72,Publique,38.86
2105,Roberts-Woods,Wallis and Futuna,New Ericchester,Renouvelables,Hydroélectrique,1671,448422.46668460267,84599.23110944868,670367.7145369094,102611.06540533194,101893.34123343066,4302,0.8735117049308461,153240.006587785,9909.726873043232,66.04785873874849,2000-03-14,2023-08-09,5.03,Privée,89.77
2106,Juarez Group,Qatar,Ericborough,Production,Solaire,1666,452500.4947619393,300369.2261746371,659427.0868767386,305687.5647497551,49328.63515609289,924,6.417918532058497,351330.2538606901,8653.00193441485,70.12647232412668,2001-11-24,2023-02-27,84.7,Publique,94.36
2107,Phillips and Sons,Reunion,West Aprilland,Distribution,Solaire,1893,446051.6594191052,94120.80783609983,104241.446742855,55841.012304209646,330868.79238055187,2282,0.9521871278210904,470122.3943575164,9544.916247775673,91.93183408481362,2001-05-07,2023-09-19,88.83,Privée,18.14
2108,Jones Group,Niger,Lake Robinbury,Distribution,Pétrole,9321,335970.92170309887,85757.26168962954,484353.1697721513,257106.2308339164,274147.63587430224,4225,9.716257144542809,149099.31594753475,4470.563687688417,52.88925125990053,1997-10-05,2023-03-13,19.33,Partenariat,51.46
2109,"King, Cordova and Waters",Vanuatu,Cherylborough,Renouvelables,Hydroélectrique,7185,382703.4269563342,184175.69787374223,106588.1727166131,413587.6093422452,265227.66294704966,2116,5.685361175241287,444250.3256344816,4443.503249678758,67.55743819113482,1994-11-02,2023-04-13,89.67,Publique,8.43
2110,"Gomez, Casey and Taylor",Niger,Gabrielhaven,Exploration,Pétrole,1562,129125.79362012734,356179.90429052146,391721.1156131844,418265.09899023006,493012.298036283,4094,6.686955245812316,136369.08291607702,3415.224275851684,80.37851073069682,2022-08-28,2023-06-04,98.12,Privée,12.17
2111,"Hughes, Callahan and Rodriguez",Mozambique,Meredithmouth,Renouvelables,Éolien,3681,406936.88666132616,193893.6017593292,170754.95279180954,315433.9082657034,53190.888085739294,1301,3.1934873000947306,211576.290768674,6292.999490063613,16.483031683791005,2009-08-26,2023-12-29,51.78,Privée,26.52
2112,Hartman PLC,Thailand,Port Anthony,Raffinage,Éolien,3803,394380.9538790015,251160.43255551072,771034.4906709647,128566.53362697676,225179.3959337656,1329,2.487266692672078,391818.0339043587,7704.841823823362,86.70050169520746,2006-06-29,2023-11-25,24.01,Privée,56.97
2113,"Nguyen, Walsh and Miller",Malawi,South Randy,Production,Éolien,5204,419828.1577767824,261148.6146119212,385653.722585514,360125.0667341921,142566.42620486364,517,9.927292519186594,411938.24945052905,6521.787280718849,16.331859020132626,2007-09-15,2023-12-05,75.02,Publique,53.89
2114,Wright-Sherman,Hungary,Wilsonbury,Distribution,Gaz,9825,232680.2352785774,116830.7979645544,445570.05333022994,431291.8456472368,96803.02895273003,3423,9.57614018976179,317730.33942861354,5071.940649224451,33.422673767466534,2015-05-01,2023-04-08,22.91,Partenariat,19.16
2115,"Cardenas, Dennis and Potter",Saudi Arabia,South Deborahstad,Exploration,Éolien,6978,402207.4180954687,88437.38658144353,493235.5792348359,327009.1524891591,126423.1328224494,1176,5.59376831847104,180732.74818612647,9785.541268661278,35.8876782565289,1996-10-07,2023-04-14,32.55,Privée,87.9
2116,Bell Ltd,Ecuador,Danielside,Raffinage,Solaire,880,329446.2499162246,326442.2004829601,492492.7056500952,229801.63061651943,-38172.49941293825,3377,8.693191993049558,204221.90717512733,5714.198392171378,47.9743652471844,2015-04-18,2023-03-25,94.54,Publique,59.4
2117,Sherman PLC,Oman,East Darlene,Distribution,Pétrole,1768,422138.36556564696,516090.7300516465,647912.2028901408,324617.19919019856,281222.37907391886,4652,2.2508446264331905,382413.3081192576,7831.465587416206,22.255858733041972,2003-02-10,2023-03-08,50.89,Publique,19.05
2118,Horn LLC,Morocco,Harringtonmouth,Exploration,Solaire,9813,164290.96753936814,164074.6404542289,625505.2352612867,171486.84807281074,27532.41167599981,4915,8.492566829443422,286945.1391948869,6363.858788951922,49.81910606768345,2005-11-27,2023-02-18,20.79,Partenariat,39.9
2119,Alexander-Carter,Uruguay,Fieldsborough,Renouvelables,Éolien,8714,148859.48091310955,490399.90463450487,136998.59027385488,79651.0927945516,146921.64479407252,2668,9.597822005009396,43658.11470160997,6319.323238660602,77.93282755876248,1997-01-16,2023-05-29,4.04,Privée,70.48
2120,Lopez and Sons,Switzerland,Jenniferbury,Production,Éolien,5319,94812.81159277914,239407.6584555788,519983.7711425746,124075.81826986183,322221.3895414605,3665,3.604525997005976,441849.651842733,9139.003052694126,25.623276131188227,2007-01-10,2023-10-20,64.58,Publique,79.97
2121,Thomas-Rangel,Canada,Angelamouth,Distribution,Pétrole,6544,206812.3643764305,84277.83011446532,310953.87392830173,448192.48441593937,1955.1785868712832,4076,0.6167858945085314,422449.6099997491,3657.1607596728263,36.17018209671602,2015-07-11,2024-01-01,93.76,Privée,53.03
2122,Johnson-Sellers,Angola,Johnmouth,Distribution,Éolien,8116,250922.12233799952,396048.5807788862,774866.037619838,414351.5205807187,59029.018913992,794,0.0385584302791541,495147.7322296567,5425.099784259879,44.98721812754592,2008-05-25,2023-05-21,13.35,Publique,9.45
2123,"Buckley, Cox and Ortega",Nauru,Port Michaelburgh,Renouvelables,Hydroélectrique,6308,233916.8480738224,439054.9495874776,767936.8830528497,206945.62071117977,63760.86376331451,4366,8.800948810832791,132636.125154779,6869.32639609431,37.80135052798069,2018-08-25,2023-08-08,59.93,Partenariat,68.06
2124,"Lopez, Jenkins and Collins",Portugal,Justinhaven,Exploration,Gaz,2517,475160.9491742077,444239.4212767392,634887.0331075323,403658.87177583296,52109.27785228551,3762,4.391558151194085,148763.82054311427,3335.472899929423,94.36393591936594,2009-09-04,2023-06-18,35.56,Privée,77.63
2125,Beltran LLC,Cape Verde,East Johnbury,Renouvelables,Gaz,6616,393887.4907879633,513758.1371198701,353224.8630767284,384679.0536221924,398758.0801647319,227,0.8415048303294359,220612.5525421884,8694.988492297676,39.1279259542539,2001-12-08,2023-01-21,35.86,Partenariat,62.25
2126,Brown-Ramos,Iraq,Fieldsshire,Production,Pétrole,7870,224620.6386368042,278077.2504777655,787318.5523109622,80718.5667639657,278078.8659341669,3696,8.177061279643492,65892.3258017559,406.6651700276318,19.06407621160909,2011-05-25,2023-05-07,92.53,Partenariat,20.02
2127,"King, Davis and Espinoza",Niger,East Codystad,Renouvelables,Pétrole,1935,356634.2756884844,513099.42328462336,888980.1072159519,495567.3679570656,105426.44767711166,1595,9.52607213913222,483275.7191917619,9546.032659352935,24.52283632574261,1997-12-17,2023-06-19,10.46,Publique,66.05
2128,"Meyers, Clark and Harris",Namibia,Simmonschester,Exploration,Hydroélectrique,3956,319176.3209865198,367216.0264773389,503573.26144462335,142217.58541337625,435906.2772311285,3518,6.797408050686739,283594.5877372532,6689.24949738516,28.18145929295795,2010-10-06,2023-08-31,51.73,Privée,27.17
2129,Martinez-Martinez,Mongolia,West Johnview,Distribution,Solaire,4990,279795.2255180487,282554.0704879668,655961.1459873323,127119.35517719811,121206.77286661688,2115,0.8699350967387998,170754.1236542192,4801.088048455546,56.94035787213062,2001-12-13,2023-08-12,33.18,Partenariat,93.03
2130,"Mason, Watkins and Harris",Kiribati,New Gregoryview,Renouvelables,Pétrole,4247,155890.4257066435,320810.25862578675,436047.9028239521,431786.2660435377,11794.09276150383,4506,5.067778637770831,425415.6264466393,2003.125066108844,53.72717809563669,1999-06-12,2023-12-18,27.25,Publique,34.88
2131,"Mcdonald, Coffey and Schroeder",Anguilla,North Jefferyside,Distribution,Gaz,6795,132679.24512512598,127619.3776745216,165314.47607675564,439276.1917728474,61285.80647256629,4887,6.519920347647642,36497.98546550222,621.1994632835763,76.18290899459873,2009-10-30,2023-09-30,34.79,Partenariat,94.92
2132,Ramirez-Maynard,Sri Lanka,Martinezmouth,Production,Gaz,7990,78910.94188051159,546912.5614980074,971576.3623617818,463425.8669992135,313874.97604748496,408,1.0301627696426707,341569.4046512717,6526.96009353402,73.5428723727288,2012-10-21,2023-05-09,70.26,Partenariat,2.83
2133,Gutierrez-Smith,Cote d'Ivoire,South Timothyview,Raffinage,Pétrole,6951,328308.26454659266,240064.41465405055,223549.7879584572,341278.6039944189,186664.56063052223,3237,2.7219677842364822,176102.38699925016,3582.284315952556,23.147413300858787,2020-11-19,2023-11-19,35.37,Publique,39.74
2134,Mosley and Sons,Sierra Leone,New Bobland,Exploration,Solaire,5881,177202.63929201907,331809.6348699002,715882.8212108157,235293.87916497237,-13268.247144368164,1871,2.2488068182283083,407532.6434100884,9947.57238985061,79.45239684028677,2000-12-29,2023-08-31,88.59,Privée,19.02
2135,Gonzalez Ltd,Czech Republic,North Charlesview,Exploration,Gaz,946,193551.9743133117,462485.4731963932,459277.5654162222,371128.4152489711,104783.4763270629,882,3.607078685771668,302930.51748323423,1577.397719354659,85.72745420505744,2004-08-14,2024-01-03,92.89,Privée,71.0
2136,Bean-Vazquez,Congo,Gregorymouth,Production,Éolien,8946,126019.26121281096,203478.00417255316,263854.69530099496,227886.51574453223,440784.0716098179,1818,9.870703901826792,411410.7233526725,2630.337722285646,39.43836988329196,2007-07-13,2023-04-14,79.82,Publique,48.0
2137,"Wagner, Hamilton and Townsend",Dominican Republic,Lake Alexander,Distribution,Pétrole,6357,56881.11828620435,255875.1238461501,717782.0410342377,335536.6700033992,316599.8243952757,3460,4.056436397440463,87475.1666328932,7015.750573089998,42.933841503534765,1995-04-22,2023-02-24,70.3,Privée,86.91
2138,Lutz Inc,Niger,Parksfurt,Renouvelables,Éolien,9341,185498.44094672296,364151.7486181247,711734.7496760399,252799.40094173932,-40202.6609958596,1727,7.4609856099842595,390136.0799840256,3735.952018976702,64.10074563860258,2012-04-25,2023-11-28,21.06,Partenariat,21.28
2139,King and Sons,Azerbaijan,Parkershire,Production,Solaire,1887,350849.57285149844,298918.31746749446,984954.1755656342,229032.1136740898,258034.77819287195,3948,4.370501977346882,275834.0980660177,3781.615844115895,67.09530333420892,2020-04-10,2023-11-28,31.21,Publique,34.67
2140,Lopez LLC,Tuvalu,Barrfort,Renouvelables,Gaz,1888,406868.6697619288,151825.49652868375,732354.8821204253,111972.30989862212,107733.8801277141,459,1.5045493911649854,409504.5191907079,5767.146770594217,77.04866118598171,2001-09-09,2023-11-12,76.38,Publique,23.11
2141,"Davis, Williams and Johnson",Guinea-Bissau,Ochoaside,Raffinage,Éolien,8916,312178.450008438,307059.8298087891,843399.9543328999,250143.43120639076,422239.5561537582,1074,2.780487522030788,25338.443826449853,5191.279041197474,84.7559949176786,2007-09-28,2023-11-19,82.66,Partenariat,77.15
2142,Atkins Ltd,Barbados,Mcclureland,Distribution,Solaire,6757,196138.16588918853,201095.72895075355,413505.541455016,438054.7790713556,130843.98366754726,4369,1.9608980942866827,58515.7635863867,4967.404069245487,84.65785947410335,2011-07-20,2023-08-19,66.75,Partenariat,27.77
2143,Bowers-Parker,Cote d'Ivoire,Thomasfurt,Distribution,Éolien,3610,166819.1159009057,102209.7576952723,802704.0845491907,91603.65222981338,264824.22289630235,3716,3.8457162975239454,221301.99562596943,4444.389178843442,92.20812093142808,1999-05-14,2023-11-07,93.33,Partenariat,72.04
2144,"Brown, Chen and Gutierrez",Uganda,South Scott,Production,Éolien,3448,266242.1236962423,237681.3217158712,782967.2043104394,392056.2823577921,452639.2353149371,3020,6.874916867300257,230783.0515496653,9021.003514968574,44.05594152573351,2022-10-28,2023-08-23,52.69,Publique,69.9
2145,Yu-Rogers,Mozambique,Kimberlychester,Distribution,Pétrole,1474,252396.27813458472,402296.731240502,338547.7481421925,441863.4980436804,227142.36608912243,655,1.5367456069239138,134534.97848389045,6533.513734121517,85.87111829373761,2000-02-27,2023-07-29,6.62,Publique,10.54
2146,Brewer and Sons,Guam,New Michael,Distribution,Hydroélectrique,4109,50578.91722974225,393466.6466640199,112234.32740357076,92593.90330885776,57837.08007462694,1654,9.742359861448602,128047.05527970997,9494.878073087635,42.713015860147415,2003-12-10,2023-10-29,23.32,Privée,23.46
2147,Rivera-Riddle,British Indian Ocean Territory (Chagos Archipelago),Bruceborough,Exploration,Gaz,2081,368744.79636893206,398835.641590163,343689.50026306114,165395.8627978536,137658.857921265,4190,7.906406081188056,213040.37015596585,1724.1731584084623,97.71039140401496,2011-07-01,2023-12-20,24.93,Partenariat,27.68
2148,Lopez PLC,Chad,Chungside,Distribution,Solaire,3279,199327.3229643544,136274.58471407456,928873.6490644072,96077.23022406796,95393.60378053432,1623,2.320818910295378,423711.8736652046,473.8938503720165,19.148900834368057,2017-07-15,2023-09-27,91.44,Publique,34.13
2149,"Palmer, Hughes and Morris",Christmas Island,Jakehaven,Renouvelables,Hydroélectrique,214,352423.3945996353,311601.5223665958,295601.4462513357,102410.42530282387,305303.40618470404,2238,1.7139990086463086,147690.24478826727,7409.717648490456,17.532278151427125,2022-01-19,2023-05-22,38.19,Publique,50.06
2150,Estrada Group,Libyan Arab Jamahiriya,Lake Haley,Exploration,Hydroélectrique,1823,277643.16169536195,256805.5808347504,456493.7574754032,180597.83720327675,108732.50319809184,4463,2.4978350019404805,436280.6305854732,1040.4640034025465,19.002909093845933,2008-10-04,2023-06-20,87.21,Publique,24.29
2151,Adams Ltd,Fiji,Lake Brookefort,Exploration,Gaz,2304,436292.8274622778,421129.60593849735,512205.6983269357,347452.37411678024,170989.20687943537,346,8.8241470294248,26240.644120913174,3321.5279323095087,18.015714992420392,1996-05-17,2023-08-02,61.09,Publique,43.68
2152,Collier Group,Palestinian Territory,New Jeffreyville,Renouvelables,Pétrole,3334,74767.27232477302,540273.5804107883,706983.8951137855,441542.1159211681,169357.38378913354,3192,4.248762888342228,350690.8870254251,2789.4851040248427,25.689108819078196,1994-05-13,2023-07-13,49.12,Partenariat,47.5
2153,Barr-Miller,Greece,Port Frederick,Raffinage,Éolien,2425,479612.4546494148,354629.07386936457,436638.18731639977,489715.3268031355,360331.37195597903,168,3.2713092398263823,307068.3506403617,7624.543051110321,42.33492482301386,2022-07-28,2023-02-16,71.49,Privée,76.81
2154,Jones-Salazar,Nepal,Braybury,Raffinage,Gaz,5411,485296.1742334966,185638.74848232817,572617.8358533983,80071.08016147028,22624.42735047202,751,9.030725342117696,140249.5889003923,5933.780433152474,12.568266926854246,1994-10-09,2023-12-17,28.77,Partenariat,99.27
2155,Allen-Davenport,Saint Pierre and Miquelon,Hancockstad,Exploration,Hydroélectrique,3619,342356.6338512996,322257.32532775745,505235.80092607456,487010.4840254188,300061.7232235715,3212,6.361025766750594,367452.7291957238,5448.788992737227,19.828298808782343,2019-10-12,2023-03-26,96.29,Partenariat,20.37
2156,Russo Inc,Saint Vincent and the Grenadines,Michaelshire,Exploration,Gaz,5335,149618.86393488548,538595.1388265337,546115.1805053457,462958.0436779811,271372.1283710153,906,0.2318608112865761,425323.5536511676,7464.213637040664,49.83393819546402,2013-02-04,2023-10-18,58.54,Privée,75.27
