ID_Client,Pays,TypeAbonnement,AppareilPrincipal,StatutCompte,GenrePrefere,ModePaiement,LanguePreferee,DateInscription,DateDernierPaiement,DateDebutAbonnement,DateFinAbonnement,DureeTotaleVisionnage,NombreConnexionsMois,MontantDernierPaiement,AgeUtilisateur,NombreFilmsRegardes,NombreEpisodesRegardes
356,Brésil,Standard,Mobile,Suspendu,Documentaire,Carte de crédit,Français,2023-05-23,2020-06-24,2020-01-12,2023-01-08,1824,26,15.69,44,14,261
357,Japon,Basic,Mobile,Actif,Action,Virement,Anglais,2015-06-26,2018-07-05,2021-07-17,2022-04-27,349,14,14.84,47,12,252
358,France,Premium,TV,Annulé,Drame,Chèque,Anglais,2020-06-09,2015-01-27,2019-05-29,2019-11-04,1545,17,10.99,45,55,33
359,Canada,Premium,PC,Annulé,Drame,Carte de crédit,Hindi,2020-07-08,2022-08-24,2020-07-08,2021-06-03,4585,57,9.69,35,65,36
360,France,Standard,Mobile,Actif,Drame,PayPal,Hindi,2018-03-14,2019-02-20,2015-04-26,2016-04-21,4133,25,8.68,30,48,254
361,Canada,Basic,PC,Actif,Horreur,PayPal,Japonais,2019-08-07,2016-05-05,2018-04-11,2020-10-13,4520,79,8.14,24,18,104
362,Inde,Basic,PC,Annulé,Comédie,Virement,Anglais,2020-10-10,2022-11-24,2021-09-16,2021-12-28,1374,0,6.84,58,31,286
363,Canada,Premium,Mobile,Suspendu,Action,PayPal,Espagnol,2020-01-04,2017-12-10,2017-01-05,2018-01-18,581,90,13.23,68,62,253
364,Brésil,Standard,PC,Suspendu,Action,Carte de crédit,Allemand,2020-01-14,2019-08-31,2023-08-25,2024-01-26,2647,20,10.1,50,70,168
365,Canada,Premium,PC,Suspendu,Drame,Chèque,Hindi,2017-07-07,2021-11-08,2015-06-23,2015-08-23,1251,57,6.01,71,25,105
366,Allemagne,Standard,TV,Actif,Documentaire,Carte de crédit,Français,2018-04-29,2022-04-22,2015-11-16,2016-04-21,436,78,7.2,55,73,88
367,USA,Basic,PC,Suspendu,Action,Carte de crédit,Espagnol,2015-02-26,2022-04-24,2022-07-13,2022-12-14,1104,56,9.58,30,72,61
368,Allemagne,Premium,Mobile,Actif,Comédie,Virement,Anglais,2018-01-10,2016-02-18,2017-01-25,2017-07-28,4632,67,13.61,57,45,74
369,USA,Basic,Tablette,Annulé,Documentaire,Virement,Japonais,2017-01-10,2016-07-17,2016-12-02,2023-02-17,1545,44,12.27,50,4,144
370,Japon,Standard,PC,Suspendu,Drame,PayPal,Japonais,2016-07-06,2021-12-22,2021-06-03,2021-10-21,1413,66,11.96,72,16,191
371,Canada,Basic,TV,Suspendu,Comédie,Virement,Allemand,2022-09-07,2017-08-16,2015-02-24,2021-03-11,4990,15,11.76,51,6,233
372,Japon,Standard,TV,Actif,Action,Chèque,Français,2016-08-17,2017-05-27,2022-05-01,2022-10-21,4226,45,13.39,59,63,69
373,Inde,Basic,PC,Annulé,Drame,Chèque,Allemand,2021-06-19,2017-06-08,2019-04-11,2021-07-16,3108,42,15.84,67,65,280
374,Brésil,Standard,Mobile,Actif,Documentaire,Carte de crédit,Hindi,2015-03-02,2019-06-14,2017-07-30,2017-10-14,1076,90,15.9,23,81,129
375,USA,Premium,PC,Suspendu,Comédie,PayPal,Français,2016-09-26,2021-02-19,2015-08-14,2020-05-08,3063,86,10.92,50,55,2
376,Japon,Basic,Tablette,Actif,Horreur,Virement,Anglais,2020-07-31,2022-10-11,2015-04-25,2016-03-25,4085,22,9.51,42,70,155
377,Japon,Basic,Mobile,Suspendu,Documentaire,Chèque,Français,2017-12-30,2015-12-10,2020-01-04,2022-02-10,3246,3,6.76,46,0,288
378,Canada,Standard,Mobile,Actif,Sci-Fi,PayPal,Allemand,2018-10-11,2016-04-04,2022-01-10,2022-08-29,4841,9,15.45,25,13,33
379,Japon,Standard,TV,Suspendu,Horreur,Virement,Anglais,2016-04-14,2018-07-05,2019-02-20,2019-12-04,4447,5,9.26,38,45,69
380,USA,Basic,PC,Annulé,Documentaire,PayPal,Allemand,2015-12-05,2020-04-03,2021-07-08,2023-08-13,1325,49,14.74,56,16,229
381,USA,Standard,TV,Actif,Comédie,Chèque,Anglais,2019-10-29,2020-03-13,2015-10-06,2019-01-16,4293,0,8.43,22,11,277
382,USA,Standard,TV,Actif,Action,PayPal,Japonais,2021-12-29,2020-12-05,2021-06-18,2022-01-27,3262,25,8.2,55,13,60
383,Brésil,Standard,PC,Suspendu,Sci-Fi,Carte de crédit,Allemand,2023-10-02,2016-04-28,2021-12-15,2022-08-14,107,3,6.44,49,9,158
384,Japon,Premium,TV,Annulé,Sci-Fi,PayPal,Anglais,2022-03-04,2019-02-15,2021-10-12,2022-03-04,3816,81,6.42,39,98,236
385,Brésil,Premium,PC,Suspendu,Sci-Fi,Chèque,Espagnol,2019-04-11,2023-08-29,2017-02-19,2019-05-14,2744,40,14.94,72,25,31
386,Canada,Premium,PC,Actif,Documentaire,Carte de crédit,Hindi,2020-08-13,2023-01-26,2019-01-13,2019-06-27,4250,69,12.29,57,37,109
387,Japon,Basic,Mobile,Suspendu,Comédie,Chèque,Hindi,2017-03-31,2019-02-17,2023-03-17,2024-02-25,1568,37,14.04,66,31,34
388,France,Basic,TV,Annulé,Drame,Virement,Français,2019-06-18,2018-06-17,2022-03-21,2023-10-31,642,38,15.39,72,13,50
389,Brésil,Premium,PC,Suspendu,Sci-Fi,Carte de crédit,Anglais,2019-07-20,2018-08-07,2017-09-06,2021-03-11,4244,37,12.89,63,48,144
390,Inde,Basic,Tablette,Suspendu,Comédie,Carte de crédit,Hindi,2021-05-16,2022-07-11,2023-03-15,2023-03-16,2279,41,8.67,44,85,79
391,Japon,Basic,Mobile,Actif,Horreur,Virement,Français,2023-03-03,2019-11-28,2021-06-21,2022-01-19,2050,22,13.97,26,16,277
392,USA,Standard,PC,Annulé,Documentaire,Virement,Espagnol,2016-12-19,2015-12-02,2021-09-03,2022-08-04,3021,60,8.16,62,50,150
393,USA,Premium,PC,Actif,Comédie,Carte de crédit,Anglais,2018-11-02,2016-08-31,2022-06-25,2023-03-03,69,91,8.55,18,61,239
394,Japon,Basic,TV,Suspendu,Action,Virement,Allemand,2018-08-14,2023-08-01,2018-05-04,2018-09-26,4913,23,11.21,49,76,93
395,Brésil,Premium,TV,Actif,Documentaire,PayPal,Anglais,2023-06-14,2020-10-20,2021-05-08,2021-08-10,1877,9,15.79,20,79,83
396,Allemagne,Premium,TV,Actif,Horreur,PayPal,Français,2021-07-15,2015-12-09,2019-09-07,2021-08-21,2503,53,14.79,19,17,160
397,Inde,Basic,Tablette,Annulé,Horreur,PayPal,Allemand,2017-03-07,2021-10-02,2015-12-10,2018-04-03,2015,46,15.13,53,21,80
398,USA,Basic,Tablette,Annulé,Documentaire,PayPal,Français,2021-11-29,2020-08-12,2022-05-18,2023-01-22,887,12,15.9,21,37,88
399,Japon,Basic,Mobile,Suspendu,Action,Chèque,Espagnol,2016-03-04,2019-12-09,2016-04-18,2017-02-26,1792,24,6.35,58,78,171
400,Canada,Standard,TV,Actif,Drame,PayPal,Japonais,2017-08-08,2022-07-31,2016-12-04,2017-04-15,280,69,10.0,58,1,86
401,Japon,Premium,Mobile,Actif,Sci-Fi,Chèque,Hindi,2019-05-31,2020-09-04,2015-11-01,2017-04-27,3819,80,15.2,48,26,138
402,France,Standard,PC,Actif,Horreur,Virement,Français,2017-09-28,2019-09-30,2020-01-18,2022-01-14,3368,43,15.65,57,80,143
403,USA,Basic,Mobile,Suspendu,Comédie,Chèque,Français,2022-06-21,2018-08-09,2016-05-12,2018-01-29,2660,3,12.67,62,40,186
404,USA,Basic,Mobile,Suspendu,Sci-Fi,Chèque,Japonais,2021-07-13,2018-07-23,2023-08-14,2024-05-23,1115,63,7.46,62,79,96
405,Japon,Premium,Tablette,Annulé,Comédie,Virement,Hindi,2017-06-11,2016-05-09,2015-08-04,2023-12-14,3152,41,7.63,73,44,90
406,Allemagne,Premium,Tablette,Annulé,Drame,PayPal,Espagnol,2018-02-21,2017-07-14,2022-09-01,2023-01-19,2452,95,8.72,37,0,153
407,USA,Basic,PC,Suspendu,Sci-Fi,Carte de crédit,Espagnol,2017-10-31,2016-04-05,2015-01-19,2023-06-03,3395,31,13.22,66,35,9
408,Japon,Standard,Mobile,Actif,Sci-Fi,Carte de crédit,Allemand,2017-04-18,2020-09-04,2021-12-02,2022-06-28,2219,42,14.78,63,12,169
409,Brésil,Basic,Tablette,Annulé,Drame,Carte de crédit,Espagnol,2018-09-09,2020-01-25,2018-04-17,2018-04-17,2885,17,15.72,67,23,137
410,Inde,Premium,PC,Suspendu,Action,Chèque,Allemand,2019-01-30,2017-12-26,2017-01-14,2021-08-01,2510,29,15.45,74,16,217
411,Inde,Basic,Mobile,Actif,Horreur,PayPal,Anglais,2020-04-15,2019-01-21,2016-10-22,2023-04-14,3529,18,10.34,65,27,78
412,USA,Basic,Mobile,Annulé,Action,Chèque,Français,2015-03-06,2016-04-17,2021-11-17,2022-04-13,4951,25,7.16,46,8,147
413,Japon,Standard,PC,Annulé,Comédie,PayPal,Espagnol,2017-11-26,2018-07-22,2020-05-14,2020-12-04,1606,75,10.37,54,24,266
414,France,Standard,TV,Actif,Horreur,Carte de crédit,Japonais,2020-10-16,2016-05-02,2019-06-10,2021-05-18,3729,26,9.1,27,48,278
415,Canada,Basic,PC,Actif,Comédie,Chèque,Japonais,2017-01-28,2015-05-04,2022-02-24,2023-12-20,645,1,12.94,46,65,228
416,France,Premium,PC,Suspendu,Drame,Chèque,Français,2021-03-29,2019-12-29,2023-10-25,2023-10-28,476,16,14.52,58,35,285
417,Brésil,Premium,Mobile,Actif,Drame,Virement,Japonais,2023-02-20,2017-02-11,2022-10-31,2022-12-03,4684,86,7.73,60,58,164
418,Brésil,Standard,PC,Suspendu,Comédie,PayPal,Japonais,2017-02-18,2021-08-05,2020-01-09,2020-09-21,2581,30,6.72,31,38,83
419,Brésil,Basic,PC,Suspendu,Horreur,PayPal,Japonais,2020-11-21,2021-05-28,2022-03-23,2023-08-05,153,44,6.44,61,7,298
420,Brésil,Premium,Mobile,Actif,Documentaire,Chèque,Anglais,2016-08-29,2015-12-05,2022-04-24,2023-03-30,4350,82,13.81,22,37,275
421,USA,Basic,Mobile,Suspendu,Drame,Virement,Français,2015-06-10,2015-11-16,2022-09-05,2023-04-26,525,69,11.94,60,76,18
422,Japon,Basic,PC,Annulé,Horreur,Carte de crédit,Français,2023-10-27,2016-04-24,2023-07-09,2024-06-04,4193,19,10.42,59,35,79
423,France,Premium,Tablette,Actif,Documentaire,Chèque,Hindi,2015-09-28,2021-10-10,2016-10-28,2016-12-18,54,5,7.5,25,84,103
424,Allemagne,Basic,Mobile,Suspendu,Comédie,Virement,Japonais,2019-02-22,2015-05-26,2017-10-23,2022-01-31,4563,82,12.55,32,16,296
425,France,Premium,PC,Suspendu,Drame,Virement,Anglais,2017-11-30,2019-06-11,2017-06-20,2019-03-14,3562,50,6.41,57,18,118
426,France,Standard,PC,Suspendu,Sci-Fi,PayPal,Japonais,2023-11-18,2023-03-30,2023-10-22,2024-03-06,2258,11,8.77,24,33,198
427,France,Premium,TV,Annulé,Drame,PayPal,Japonais,2016-01-27,2021-02-16,2023-02-09,2023-03-16,3363,36,11.84,40,46,292
428,Brésil,Standard,Tablette,Suspendu,Action,Carte de crédit,Français,2019-09-17,2019-02-12,2019-07-12,2019-07-17,3158,40,6.37,59,52,25
429,France,Premium,Mobile,Actif,Drame,Carte de crédit,Hindi,2015-01-30,2015-10-28,2017-06-24,2017-11-17,526,99,9.4,59,8,135
430,Allemagne,Basic,Mobile,Annulé,Horreur,Carte de crédit,Espagnol,2020-07-08,2016-12-12,2017-03-28,2017-09-22,3845,55,12.16,56,80,123
431,USA,Basic,Tablette,Actif,Sci-Fi,Chèque,Espagnol,2018-09-14,2017-05-25,2017-05-30,2021-02-01,606,89,8.9,39,47,148
432,Brésil,Basic,TV,Suspendu,Drame,Chèque,Anglais,2017-08-12,2021-01-13,2020-06-16,2020-12-22,786,39,15.22,19,42,135
433,Inde,Premium,PC,Suspendu,Comédie,Virement,Japonais,2019-01-21,2022-03-18,2019-06-22,2019-11-21,3582,47,14.64,34,58,235
434,Japon,Premium,PC,Actif,Action,Chèque,Hindi,2023-06-05,2015-06-17,2017-05-27,2020-11-02,591,80,7.14,58,43,67
435,USA,Basic,Mobile,Annulé,Comédie,Chèque,Anglais,2016-08-10,2019-05-10,2022-03-02,2022-07-19,2801,13,7.92,50,93,7
436,France,Basic,TV,Suspendu,Comédie,Chèque,Français,2016-06-20,2015-08-13,2016-12-20,2021-05-25,966,94,11.98,29,42,31
437,Inde,Standard,Mobile,Annulé,Action,Chèque,Japonais,2020-10-06,2018-07-22,2015-04-09,2015-11-19,431,36,13.79,63,53,294
438,USA,Standard,Tablette,Actif,Comédie,PayPal,Hindi,2016-07-27,2017-04-18,2020-03-03,2020-12-19,3732,97,6.9,66,92,22
439,France,Standard,Tablette,Suspendu,Drame,Carte de crédit,Français,2015-06-13,2021-08-24,2019-05-07,2020-07-14,1842,66,11.0,42,87,13
440,Brésil,Basic,TV,Actif,Sci-Fi,Chèque,Allemand,2015-03-05,2017-07-15,2023-03-06,2023-05-31,4711,68,13.03,60,35,159
441,Canada,Basic,Tablette,Suspendu,Sci-Fi,Chèque,Allemand,2017-02-26,2015-05-25,2023-08-04,2024-04-15,1800,58,9.92,73,74,5
442,Japon,Premium,Mobile,Suspendu,Drame,PayPal,Japonais,2023-09-02,2016-12-30,2023-05-21,2024-05-07,4374,14,14.33,70,55,170
443,Brésil,Basic,Tablette,Annulé,Sci-Fi,Chèque,Français,2017-06-19,2019-10-13,2015-12-09,2016-03-23,4707,8,10.78,43,19,151
444,France,Premium,Tablette,Suspendu,Comédie,Virement,Français,2023-04-04,2017-04-26,2020-01-25,2020-07-18,2206,17,13.2,73,91,175
445,Canada,Standard,Mobile,Annulé,Documentaire,Carte de crédit,Allemand,2017-01-06,2020-02-04,2018-04-04,2018-05-18,432,87,14.46,41,27,238
446,Canada,Basic,TV,Actif,Sci-Fi,PayPal,Espagnol,2022-11-23,2022-09-14,2015-05-13,2021-01-16,1857,70,15.2,53,39,185
447,Japon,Premium,PC,Actif,Horreur,PayPal,Espagnol,2015-05-12,2023-11-05,2016-10-20,2023-02-03,1228,47,12.03,26,11,196
448,Allemagne,Standard,Mobile,Suspendu,Drame,Virement,Hindi,2017-07-19,2022-01-21,2018-12-07,2022-08-19,865,68,13.66,54,90,144
449,Japon,Basic,PC,Suspendu,Action,Virement,Allemand,2017-12-09,2018-06-24,2015-06-15,2021-11-28,1548,78,6.18,51,77,269
450,Japon,Basic,Mobile,Annulé,Drame,Carte de crédit,Allemand,2020-11-18,2019-12-24,2018-07-14,2018-07-29,1643,89,11.63,52,64,103
451,USA,Premium,Tablette,Actif,Action,Chèque,Japonais,2020-04-19,2019-06-10,2020-07-27,2021-02-14,624,66,9.91,22,88,210
452,Brésil,Basic,Mobile,Actif,Sci-Fi,Virement,Hindi,2017-01-20,2019-12-28,2015-03-27,2017-01-01,2022,30,7.1,67,72,179
453,USA,Basic,TV,Suspendu,Sci-Fi,PayPal,Français,2018-10-08,2016-09-14,2017-05-11,2020-08-22,2805,18,12.59,53,5,79
454,USA,Basic,Mobile,Suspendu,Documentaire,PayPal,Allemand,2023-05-02,2021-07-31,2021-07-27,2021-07-30,917,71,7.37,45,17,111
455,Inde,Premium,PC,Suspendu,Horreur,PayPal,Français,2021-10-05,2019-09-12,2021-11-28,2022-06-01,1731,94,14.63,69,86,170
456,France,Standard,PC,Actif,Sci-Fi,Chèque,Français,2015-05-19,2021-02-15,2023-12-23,2024-07-12,226,60,11.71,57,37,196
457,Allemagne,Standard,Tablette,Actif,Comédie,Virement,Hindi,2023-11-19,2023-02-02,2018-02-18,2021-11-05,808,78,14.91,65,53,5
458,Japon,Basic,Tablette,Actif,Horreur,Chèque,Allemand,2017-03-03,2018-11-09,2021-10-04,2022-01-05,1782,51,8.0,21,77,277
459,Inde,Standard,PC,Annulé,Comédie,Carte de crédit,Anglais,2019-12-22,2018-05-15,2019-06-02,2020-02-15,2218,10,7.56,54,94,4
460,Japon,Basic,PC,Annulé,Action,Virement,Espagnol,2018-05-01,2023-08-21,2022-03-28,2023-03-13,1106,64,13.37,33,51,95
461,Canada,Premium,TV,Annulé,Documentaire,Chèque,Hindi,2018-02-28,2016-11-10,2019-10-02,2019-10-31,4182,38,9.17,66,96,210
462,Allemagne,Basic,TV,Suspendu,Sci-Fi,PayPal,Espagnol,2015-04-24,2020-10-31,2016-09-23,2016-10-30,1591,41,7.63,29,59,98
463,Allemagne,Premium,TV,Suspendu,Documentaire,Chèque,Espagnol,2019-03-20,2019-04-08,2016-06-10,2019-06-30,3971,38,9.02,56,58,11
464,Allemagne,Standard,Mobile,Annulé,Documentaire,Carte de crédit,Hindi,2018-10-05,2015-09-24,2023-08-28,2024-04-01,1299,87,7.84,49,50,292
465,Canada,Standard,TV,Actif,Sci-Fi,PayPal,Espagnol,2020-07-05,2022-03-11,2015-01-22,2016-02-05,1593,91,8.53,56,43,169
466,France,Basic,Mobile,Annulé,Documentaire,Virement,Hindi,2020-08-19,2020-02-03,2022-01-16,2022-04-03,2560,48,15.22,32,56,10
467,France,Standard,Mobile,Suspendu,Drame,PayPal,Japonais,2019-05-19,2019-08-28,2020-02-02,2020-06-15,2101,35,7.5,55,27,252
468,Inde,Basic,Tablette,Annulé,Sci-Fi,PayPal,Espagnol,2020-02-20,2020-07-16,2019-02-03,2019-12-30,4002,68,12.85,27,38,132
469,Brésil,Standard,Tablette,Actif,Drame,Virement,Hindi,2017-02-19,2020-03-18,2019-07-25,2021-10-13,3792,51,15.29,68,20,170
470,Japon,Premium,TV,Actif,Action,Carte de crédit,Japonais,2015-02-12,2016-09-15,2017-01-06,2018-04-04,564,26,9.71,66,7,262
471,USA,Basic,PC,Suspendu,Documentaire,Virement,Espagnol,2022-10-14,2015-03-16,2020-12-09,2021-08-15,4033,23,8.6,62,56,118
472,Allemagne,Basic,Mobile,Suspendu,Horreur,Virement,Allemand,2019-02-08,2015-11-21,2020-08-04,2021-05-05,481,61,13.02,19,50,242
473,Canada,Standard,Mobile,Suspendu,Drame,Virement,Anglais,2020-03-01,2018-07-06,2023-06-27,2024-03-12,2251,7,11.91,38,57,8
474,France,Standard,TV,Suspendu,Action,Carte de crédit,Français,2017-09-13,2016-09-20,2021-06-18,2022-01-01,346,20,12.37,29,51,143
475,France,Standard,PC,Suspendu,Sci-Fi,Carte de crédit,Hindi,2021-03-21,2021-02-08,2021-11-21,2022-10-16,3205,8,6.6,51,63,294
476,Japon,Basic,Tablette,Actif,Comédie,Virement,Anglais,2018-02-05,2019-02-15,2020-11-12,2021-09-22,3073,83,11.72,56,50,183
477,France,Standard,TV,Actif,Sci-Fi,Virement,Anglais,2023-03-20,2023-09-09,2018-05-18,2018-05-27,2967,8,6.63,34,19,284
478,Allemagne,Premium,TV,Actif,Documentaire,Virement,Anglais,2022-01-21,2022-02-17,2023-04-01,2023-06-27,910,7,8.35,70,57,19
479,France,Premium,PC,Annulé,Drame,Virement,Hindi,2021-04-08,2018-03-18,2017-07-07,2020-07-05,2400,60,15.43,31,96,229
480,France,Premium,Mobile,Annulé,Sci-Fi,PayPal,Hindi,2022-01-03,2022-08-22,2015-07-02,2020-11-19,2536,35,9.96,21,86,293
481,Inde,Basic,PC,Annulé,Action,Chèque,Hindi,2019-12-09,2023-06-14,2018-10-07,2019-05-15,4362,86,12.67,67,22,97
482,Brésil,Basic,TV,Suspendu,Sci-Fi,PayPal,Japonais,2021-01-11,2018-02-02,2019-09-03,2023-05-03,1914,93,12.67,34,44,163
483,USA,Standard,Tablette,Annulé,Drame,PayPal,Japonais,2017-12-17,2021-11-14,2016-10-30,2021-01-01,827,86,9.01,46,79,26
484,USA,Premium,Mobile,Annulé,Drame,Chèque,Espagnol,2020-09-21,2019-04-11,2019-09-29,2021-08-15,1538,91,8.54,70,59,224
485,Allemagne,Standard,Tablette,Actif,Comédie,PayPal,Allemand,2017-02-04,2023-04-11,2017-03-08,2017-04-20,200,23,10.34,65,57,23
486,USA,Basic,Tablette,Actif,Drame,Virement,Allemand,2015-05-22,2017-02-27,2022-12-17,2023-02-07,1943,45,8.68,24,77,112
487,Inde,Premium,Mobile,Actif,Comédie,Chèque,Français,2023-02-06,2020-09-24,2022-09-16,2023-03-24,53,3,14.0,36,36,223
488,USA,Premium,PC,Actif,Comédie,Chèque,Anglais,2015-12-09,2023-12-12,2017-02-28,2017-05-05,2011,9,15.44,72,30,292
489,France,Standard,Mobile,Actif,Horreur,Chèque,Allemand,2017-01-29,2023-09-25,2020-05-22,2022-01-25,1095,48,11.04,20,45,76
490,France,Standard,Tablette,Actif,Documentaire,Chèque,Japonais,2022-05-17,2022-10-30,2022-08-18,2023-05-23,2755,3,10.71,38,53,16
491,Japon,Basic,TV,Actif,Documentaire,Chèque,Hindi,2015-11-09,2019-01-04,2021-12-09,2022-01-04,2659,84,14.87,27,68,36
492,Brésil,Premium,PC,Annulé,Drame,Chèque,Espagnol,2017-12-06,2018-03-02,2016-06-02,2021-10-07,4971,79,9.24,33,57,81
493,Allemagne,Basic,PC,Actif,Comédie,Virement,Espagnol,2021-01-02,2020-04-23,2017-02-12,2022-10-04,370,64,14.35,26,66,229
494,Japon,Standard,Tablette,Actif,Drame,Virement,Hindi,2021-07-16,2021-05-30,2023-03-31,2023-08-08,4026,84,6.91,51,79,173
495,France,Standard,Mobile,Actif,Comédie,PayPal,Espagnol,2016-06-06,2022-03-18,2020-06-24,2023-12-19,2335,54,9.66,29,42,165
496,Inde,Standard,Tablette,Actif,Sci-Fi,Carte de crédit,Français,2015-08-05,2017-01-09,2020-12-01,2021-09-30,3377,44,9.83,50,84,202
497,Japon,Premium,Mobile,Actif,Action,PayPal,Anglais,2022-01-23,2020-12-18,2016-09-30,2019-12-12,2023,81,10.18,19,15,107
498,Brésil,Premium,TV,Suspendu,Drame,Virement,Anglais,2023-01-23,2023-02-28,2021-11-30,2022-04-26,4567,68,9.26,55,13,121
499,USA,Standard,Tablette,Annulé,Sci-Fi,PayPal,Hindi,2022-04-10,2020-01-11,2016-12-01,2021-05-29,2082,77,10.57,61,74,83
500,USA,Premium,Tablette,Suspendu,Documentaire,Carte de crédit,Anglais,2016-06-18,2018-10-03,2015-09-28,2016-10-22,2603,41,6.2,45,64,121
501,USA,Standard,PC,Suspendu,Comédie,Chèque,Hindi,2020-01-29,2015-01-14,2023-09-06,2023-12-14,1013,41,6.43,52,81,71
502,USA,Premium,Tablette,Annulé,Drame,Carte de crédit,Français,2020-02-17,2016-03-24,2018-07-31,2020-05-21,2941,4,11.87,49,75,207
503,France,Basic,Tablette,Suspendu,Drame,PayPal,Hindi,2019-05-25,2017-02-12,2017-12-24,2020-03-26,2549,93,15.38,61,70,21
504,USA,Basic,TV,Suspendu,Comédie,Carte de crédit,Japonais,2022-09-03,2021-05-08,2020-06-29,2022-10-31,4338,20,9.9,49,13,245
505,Canada,Standard,Mobile,Annulé,Documentaire,Carte de crédit,Allemand,2023-11-02,2016-01-25,2019-11-18,2021-07-17,1899,5,13.31,48,81,23
506,Japon,Standard,TV,Annulé,Sci-Fi,Chèque,Hindi,2018-06-28,2020-03-11,2017-01-23,2017-10-05,4526,71,11.43,56,47,64
507,Brésil,Basic,TV,Annulé,Drame,PayPal,Japonais,2020-02-06,2019-05-02,2018-02-14,2019-11-27,3649,51,15.44,58,76,208
508,Allemagne,Standard,Tablette,Actif,Documentaire,Carte de crédit,Espagnol,2015-03-11,2021-02-12,2020-03-28,2021-03-23,914,23,7.31,44,67,47
509,Japon,Standard,TV,Suspendu,Documentaire,Virement,Japonais,2020-09-10,2019-08-18,2021-03-05,2021-07-14,386,76,12.42,69,82,278
510,Japon,Standard,PC,Annulé,Horreur,Chèque,Espagnol,2020-01-03,2020-02-19,2019-08-28,2021-09-24,1921,43,11.36,60,80,145
511,France,Basic,Tablette,Actif,Documentaire,Chèque,Français,2020-10-01,2019-10-06,2021-04-08,2021-07-14,2905,98,6.15,68,0,190
512,Inde,Standard,TV,Annulé,Documentaire,PayPal,Allemand,2023-12-11,2017-07-07,2018-05-07,2023-10-09,44,69,11.93,64,45,20
513,Brésil,Premium,Mobile,Annulé,Action,Chèque,Allemand,2022-12-08,2018-01-03,2023-05-09,2023-08-05,4516,53,10.54,37,61,124
514,Inde,Basic,TV,Actif,Horreur,Chèque,Hindi,2017-10-08,2020-05-20,2015-09-19,2019-12-22,596,40,15.27,60,28,158
515,Allemagne,Basic,PC,Annulé,Horreur,Carte de crédit,Allemand,2021-08-23,2021-07-26,2019-06-23,2023-08-31,4463,7,10.81,58,74,284
516,Brésil,Basic,Mobile,Actif,Documentaire,Chèque,Allemand,2015-01-14,2015-09-21,2022-03-27,2022-11-09,4047,48,13.76,19,90,36
517,USA,Standard,PC,Actif,Comédie,Virement,Hindi,2020-07-03,2023-05-11,2015-02-26,2015-04-10,4853,82,7.55,36,93,155
518,Japon,Basic,PC,Annulé,Comédie,Virement,Japonais,2021-12-14,2017-12-01,2015-03-27,2020-08-10,1969,13,8.06,28,3,214
519,Allemagne,Basic,Tablette,Suspendu,Action,Chèque,Français,2015-09-04,2016-02-12,2017-08-23,2019-12-05,4858,88,7.78,33,21,40
520,Japon,Basic,Tablette,Suspendu,Sci-Fi,PayPal,Français,2021-05-07,2015-10-21,2020-06-03,2022-04-23,2572,20,10.93,65,97,292
521,Brésil,Standard,TV,Suspendu,Drame,Chèque,Français,2019-05-20,2018-03-16,2015-07-26,2019-03-29,5,14,12.19,54,61,111
522,Brésil,Standard,Mobile,Actif,Sci-Fi,Carte de crédit,Japonais,2016-11-17,2018-01-31,2019-11-01,2020-10-14,4121,92,8.53,56,65,162
523,USA,Standard,Mobile,Annulé,Sci-Fi,Chèque,Hindi,2016-07-19,2017-11-27,2020-11-08,2021-04-20,4261,56,7.22,44,37,258
524,Allemagne,Basic,PC,Actif,Comédie,PayPal,Japonais,2015-11-02,2018-10-23,2019-11-07,2019-12-31,3256,87,11.53,44,19,161
525,Japon,Standard,Tablette,Actif,Comédie,Carte de crédit,Français,2020-09-22,2023-07-20,2020-05-02,2020-05-27,2020,53,8.14,29,65,3
526,France,Basic,Mobile,Actif,Sci-Fi,Chèque,Espagnol,2020-07-20,2015-06-12,2019-09-29,2019-11-24,420,2,7.54,41,82,250
527,USA,Basic,Tablette,Annulé,Documentaire,Chèque,Français,2018-12-30,2021-10-26,2015-07-07,2022-10-01,1706,90,7.3,31,81,159
528,Japon,Standard,TV,Actif,Drame,PayPal,Hindi,2021-03-24,2018-05-24,2016-02-18,2020-02-21,2064,0,12.79,56,17,176
529,USA,Premium,Mobile,Suspendu,Horreur,Carte de crédit,Japonais,2015-02-23,2022-03-06,2017-01-01,2017-07-12,3372,17,12.4,32,67,227
530,Canada,Premium,TV,Actif,Documentaire,PayPal,Hindi,2019-07-17,2020-06-13,2017-08-09,2017-11-06,281,23,12.82,27,41,61
531,Japon,Basic,PC,Suspendu,Documentaire,Carte de crédit,Hindi,2016-05-06,2022-03-27,2020-10-08,2021-03-08,4389,83,9.06,18,34,110
532,France,Basic,PC,Suspendu,Documentaire,Chèque,Français,2023-08-18,2023-01-22,2017-12-31,2020-10-23,3644,46,8.43,41,27,57
533,Inde,Standard,TV,Suspendu,Documentaire,Carte de crédit,Anglais,2019-10-14,2018-06-15,2021-08-15,2022-04-12,106,37,11.44,37,75,55
534,Japon,Standard,TV,Annulé,Horreur,Chèque,Français,2017-09-15,2022-06-25,2016-10-11,2020-11-15,4002,81,6.16,34,82,179
