ID_Trajet,ID_Chauffeur,ID_Client,Date_Heure,Prix,Distance,Temps_Trajet,Type_Trajet,Conditions_Traffic,Notes_Client,Nombre_Passagers
2313,305,321,2023-03-18 16:20:41,29.19435861795063,11.04,0 days 08:39:00,UberPool,Elevé,,4
2314,234,642,2023-06-10 04:08:06,62.59333953685612,23.67,0 days 14:39:00,UberX,Moyen,Mauvais,1
2315,477,373,2023-11-23 23:24:45,30.701676046594823,11.61,0 days 06:59:00,UberX,Elevé,Mauvais,3
2316,65,658,2023-12-11 02:44:57,44.61130705478507,16.87,0 days 11:59:00,UberSUV,Elevé,Bien,2
2317,429,979,2023-10-02 04:42:05,46.80617278421433,17.7,0 days 14:48:00,UberPool,Moyen,Mauvais,3
2318,275,727,2023-06-05 16:06:00,69.57459920636605,26.31,1 days 00:06:00,UberBlack,Elevé,Moyen,4
2319,383,1325,2023-02-16 17:16:02,20.441339865648406,7.73,0 days 04:18:00,UberBlack,Moyen,Mauvais,3
2320,149,1348,2023-10-21 08:47:23,45.58974117513305,17.24,0 days 16:13:00,UberX,Elevé,Mauvais,1
2321,285,781,2023-09-10 07:31:47,12.746087729938592,4.82,0 days 04:32:00,UberX,Faible,Moyen,4
2322,47,1259,2023-06-18 13:22:54,11.13299363963516,4.21,0 days 03:41:00,UberX,Moyen,Mauvais,2
2323,36,942,2023-09-30 11:25:48,73.5147798531728,27.8,0 days 19:12:00,UberSUV,Moyen,Mauvais,2
2324,58,101,2023-04-13 10:41:01,74.67832313142445,28.24,0 days 18:31:00,UberX,Moyen,,2
2325,454,88,2023-12-22 22:30:51,74.20232815395785,28.06,0 days 16:26:00,UberBlack,Faible,Bien,4
2326,271,1178,2023-07-04 01:04:31,26.787939565202894,10.13,0 days 08:46:00,UberBlack,Moyen,Bien,3
2327,114,1141,2023-06-07 15:53:40,28.480366151750754,10.77,0 days 06:11:00,UberBlack,Moyen,,2
2328,337,506,2023-07-09 12:16:44,33.87497589637207,12.81,0 days 09:34:00,UberSUV,Elevé,Moyen,1
2329,352,428,2023-09-03 03:28:42,46.91194944587357,17.74,0 days 16:13:00,UberSUV,Faible,,1
2330,141,854,2023-11-22 01:51:45,73.19744986819506,27.68,0 days 18:48:00,UberX,Moyen,Moyen,2
2331,164,1255,2023-08-21 10:26:26,41.3586747087634,15.64,0 days 14:44:00,UberPool,Moyen,Mauvais,1
2332,258,593,2023-03-13 06:53:36,78.9093895977941,29.84,1 days 03:22:00,UberSUV,Moyen,Moyen,3
2333,58,720,2023-04-18 05:39:19,12.772531895353403,4.83,0 days 02:40:00,UberBlack,Elevé,Mauvais,4
2334,421,1034,2023-10-19 16:08:38,56.82851147642745,21.49,0 days 11:26:00,UberSUV,Faible,Moyen,4
2335,137,424,2023-06-15 18:09:57,18.246474136219145,6.9,0 days 05:08:00,UberBlack,Faible,Bien,1
2336,120,98,2023-01-30 08:41:18,38.740702332697175,14.65,0 days 11:36:00,UberPool,Moyen,,1
2337,166,1022,2023-01-06 08:12:48,52.75611000254666,19.95,0 days 19:44:00,UberBlack,Elevé,,3
2338,128,729,2023-05-22 04:09:40,24.751738828262493,9.36,0 days 05:28:00,UberBlack,Moyen,Moyen,3
2339,324,666,2023-11-21 04:38:34,43.289098784044555,16.37,0 days 12:53:00,UberBlack,Faible,Bien,2
2340,443,402,2023-03-14 17:26:45,3.993068977636364,1.51,0 days 00:59:00,UberX,Elevé,Bien,1
2341,145,240,2023-12-25 22:44:13,52.88833082962071,20.0,0 days 14:53:00,UberBlack,Moyen,Bien,1
2342,31,225,2023-08-01 06:52:13,74.41388147727635,28.14,0 days 15:31:00,UberBlack,Elevé,Bien,1
2343,88,629,2023-10-19 16:57:06,43.183322122385306,16.33,0 days 11:37:00,UberBlack,Faible,Mauvais,2
2344,128,583,2023-11-22 02:20:04,17.8762558204118,6.76,0 days 06:39:00,UberX,Faible,Moyen,4
2345,387,1249,2023-08-22 21:23:17,43.07754546072607,16.29,0 days 15:55:00,UberSUV,Faible,,1
2346,275,1240,2023-12-11 04:05:28,38.00026570108248,14.37,0 days 11:38:00,UberSUV,Moyen,Bien,2
2347,361,69,2023-06-26 19:52:41,72.2719040786767,27.33,0 days 14:34:00,UberPool,Elevé,Moyen,3
2348,432,221,2023-12-28 18:26:05,13.407191865308851,5.07,0 days 04:10:00,UberSUV,Faible,Mauvais,2
2349,98,1146,2023-06-25 03:50:40,21.60488314390006,8.17,0 days 05:39:00,UberPool,Faible,Moyen,4
2350,230,69,2023-11-29 03:46:29,33.425425084320295,12.64,0 days 08:47:00,UberPool,Moyen,,1
2351,202,1109,2023-10-31 14:19:48,60.16047631869356,22.75,0 days 16:34:00,UberSUV,Elevé,,1
2352,283,1070,2023-05-06 18:05:45,13.565856857797712,5.13,0 days 05:03:00,UberSUV,Elevé,Bien,4
2353,254,462,2023-04-30 04:12:31,48.78948519032511,18.45,0 days 13:58:00,UberBlack,Faible,Mauvais,4
2354,92,865,2023-07-23 09:27:58,3.649294827243829,1.38,0 days 00:56:00,UberBlack,Faible,Mauvais,2
2355,81,1291,2023-03-10 01:13:13,42.83954797199278,16.2,0 days 13:57:00,UberSUV,Elevé,Bien,4
2356,493,1415,2023-06-10 12:03:38,49.97947263399157,18.9,0 days 10:37:00,UberPool,Moyen,Bien,3
2357,292,1037,2023-01-07 22:28:16,39.692692287630344,15.01,0 days 09:02:00,UberX,Faible,Moyen,1
2358,27,508,2023-06-16 06:43:10,15.469836767664058,5.85,0 days 04:43:00,UberPool,Faible,Moyen,1
2359,376,1229,2023-04-09 08:57:24,11.397435293783262,4.31,0 days 02:43:00,UberPool,Moyen,Moyen,1
2360,500,1249,2023-05-11 18:36:09,71.84879743203975,27.17,0 days 21:21:00,UberPool,Faible,Mauvais,2
2361,496,610,2023-04-06 14:07:56,38.05315403191211,14.39,0 days 07:25:00,UberPool,Elevé,,2
2362,91,621,2023-11-29 18:37:13,58.309384739656835,22.05,0 days 19:08:00,UberPool,Elevé,Mauvais,2
2363,15,973,2023-05-31 06:48:49,75.8418664096761,28.68,1 days 02:25:00,UberX,Elevé,Bien,4
2364,115,1482,2023-08-25 18:49:06,71.79590910121011,27.15,0 days 15:22:00,UberX,Faible,,4
2365,401,8,2023-05-16 23:48:11,23.535307219181217,8.9,0 days 05:32:00,UberBlack,Moyen,Mauvais,4
2366,133,1133,2023-05-08 11:54:57,32.31477013689826,12.22,0 days 11:45:00,UberX,Faible,,2
2367,168,1159,2023-05-21 18:16:06,60.82158045406382,23.0,0 days 17:10:00,UberSUV,Moyen,Bien,3
2368,109,259,2023-09-10 23:51:45,5.024391428813968,1.9,0 days 01:21:00,UberBlack,Faible,Moyen,4
2369,283,110,2023-02-19 01:46:50,67.19462431903311,25.41,0 days 17:37:00,UberX,Faible,,3
2370,485,1173,2023-06-20 17:05:16,51.8305642130283,19.6,0 days 18:47:00,UberSUV,Moyen,Bien,3
2371,23,494,2023-08-14 10:39:56,31.62722183611319,11.96,0 days 07:35:00,UberPool,Elevé,Mauvais,1
2372,395,984,2023-11-28 17:02:28,50.21747012272486,18.99,0 days 12:14:00,UberSUV,Moyen,Mauvais,1
2373,137,310,2023-05-10 20:43:22,49.66214264901385,18.78,0 days 13:45:00,UberPool,Elevé,,1
2374,254,410,2023-10-10 12:00:20,54.58075741616858,20.64,0 days 18:28:00,UberBlack,Elevé,Moyen,1
2375,331,1168,2023-03-20 18:00:48,28.8505844675581,10.91,0 days 05:46:00,UberBlack,Faible,Bien,2
2376,64,1105,2023-12-30 18:52:31,23.958413865818184,9.06,0 days 06:11:00,UberPool,Moyen,Moyen,4
2377,271,362,2023-05-27 11:39:41,37.206940738638174,14.07,0 days 08:11:00,UberPool,Faible,,3
2378,331,291,2023-07-18 10:13:00,57.30450645389405,21.67,0 days 12:41:00,UberBlack,Moyen,Mauvais,1
2379,384,588,2023-03-30 03:24:13,47.7581627391475,18.06,0 days 16:16:00,UberPool,Faible,Bien,3
2380,443,144,2023-07-25 17:27:57,72.2719040786767,27.33,1 days 02:41:00,UberPool,Moyen,,1
2381,164,168,2023-12-03 05:15:41,57.1987297922348,21.63,0 days 18:38:00,UberBlack,Elevé,Moyen,3
2382,481,126,2023-02-08 04:39:33,49.29192433320651,18.64,0 days 13:51:00,UberX,Elevé,Bien,3
2383,319,370,2023-03-09 09:52:25,18.960466602419025,7.17,0 days 05:04:00,UberSUV,Elevé,Moyen,3
2384,349,1290,2023-07-12 16:20:23,26.33838875315112,9.96,0 days 07:08:00,UberPool,Moyen,,4
2385,248,1316,2023-12-18 04:21:03,21.28755315892234,8.05,0 days 05:09:00,UberPool,Elevé,Moyen,4
2386,247,396,2023-09-10 13:43:09,9.229013729768814,3.49,0 days 01:46:00,UberBlack,Moyen,Mauvais,2
2387,350,175,2023-08-12 22:56:48,30.860341039083686,11.67,0 days 08:52:00,UberBlack,Faible,Mauvais,4
2388,430,128,2023-05-03 07:50:06,46.19795697967369,17.47,0 days 09:59:00,UberPool,Moyen,Mauvais,1
2389,73,657,2023-10-10 19:27:39,15.602057594738111,5.9,0 days 05:21:00,UberX,Moyen,Mauvais,3
2390,354,582,2023-02-02 07:44:42,63.54532949178929,24.03,0 days 22:49:00,UberX,Faible,,3
2391,195,354,2023-02-23 07:42:53,68.96638340182541,26.08,0 days 14:13:00,UberPool,Elevé,Moyen,4
2392,327,1113,2023-09-08 17:34:45,29.617465264587597,11.2,0 days 07:25:00,UberSUV,Elevé,,1
2393,244,1099,2023-11-19 03:43:20,50.58768843853221,19.13,0 days 18:07:00,UberX,Faible,,4
2394,406,853,2023-11-24 07:38:22,27.607708693062012,10.44,0 days 06:45:00,UberSUV,Faible,Mauvais,3
2395,179,1359,2023-01-05 15:59:56,13.30141520364961,5.03,0 days 02:34:00,UberX,Faible,Moyen,1
2396,392,860,2023-10-12 16:39:58,28.03081533969898,10.6,0 days 08:33:00,UberPool,Elevé,Bien,4
2397,292,175,2023-05-16 13:03:56,35.884732467897656,13.57,0 days 07:08:00,UberSUV,Faible,Moyen,2
2398,492,1416,2023-12-03 13:16:14,40.16868726509693,15.19,0 days 08:24:00,UberSUV,Faible,Moyen,2
2399,347,632,2023-11-05 11:38:15,52.518112513813364,19.86,0 days 18:57:00,UberSUV,Moyen,,3
2400,35,521,2023-02-03 11:58:10,14.06829600067911,5.32,0 days 04:42:00,UberSUV,Faible,Mauvais,4
2401,65,327,2023-04-27 07:19:51,41.91400218247441,15.85,0 days 10:22:00,UberSUV,Moyen,Bien,2
2402,69,184,2023-09-16 11:52:36,18.272918301633958,6.91,0 days 04:40:00,UberX,Moyen,Moyen,1
2403,176,781,2023-09-17 16:13:04,23.16508890337387,8.76,0 days 05:20:00,UberBlack,Faible,Mauvais,1
2404,113,343,2023-09-14 04:56:19,53.94609744621312,20.4,0 days 11:01:00,UberSUV,Elevé,Moyen,1
2405,156,243,2023-01-22 05:48:15,43.897314588585196,16.6,0 days 16:12:00,UberBlack,Elevé,Bien,1
2406,49,1387,2023-10-26 05:12:34,74.41388147727635,28.14,0 days 20:54:00,UberSUV,Elevé,,3
2407,343,176,2023-12-11 06:15:05,11.582544451686935,4.38,0 days 02:23:00,UberPool,Elevé,Bien,1
2408,375,934,2023-07-29 12:09:12,38.58203734020831,14.59,0 days 11:34:00,UberPool,Moyen,Bien,4
2409,172,825,2023-10-22 04:49:35,70.84391914627695,26.79,1 days 00:03:00,UberX,Moyen,Mauvais,3
2410,329,1063,2023-03-06 04:02:24,26.70860706895846,10.1,0 days 08:15:00,UberX,Moyen,Mauvais,3
2411,284,285,2023-02-03 07:59:25,38.370484016889826,14.51,0 days 08:19:00,UberPool,Elevé,,3
2412,207,1239,2023-09-01 13:31:43,77.6400696578832,29.36,1 days 03:35:00,UberSUV,Moyen,Mauvais,3
2413,365,829,2023-12-19 10:32:17,29.77613025707646,11.26,0 days 10:06:00,UberBlack,Faible,Bien,2
2414,4,925,2023-05-20 06:59:02,36.06984162580133,13.64,0 days 10:20:00,UberPool,Faible,Bien,2
2415,76,956,2023-01-04 01:40:55,45.907071160110775,17.36,0 days 10:17:00,UberBlack,Faible,Mauvais,3
2416,290,327,2023-01-26 17:23:21,48.81592935573992,18.46,0 days 12:24:00,UberX,Moyen,,4
2417,22,691,2023-08-02 06:24:48,3.7021831580734497,1.4,0 days 00:46:00,UberBlack,Faible,Moyen,1
2418,55,1317,2023-02-04 21:39:17,52.12145003259121,19.71,0 days 19:00:00,UberX,Elevé,,2
2419,137,646,2023-09-25 05:30:24,42.44288549077062,16.05,0 days 09:09:00,UberSUV,Elevé,Mauvais,3
2420,95,643,2023-12-19 03:04:40,54.26342743119085,20.52,0 days 19:33:00,UberSUV,Moyen,,2
2421,275,1171,2023-02-07 06:31:09,10.921440316316676,4.13,0 days 03:41:00,UberSUV,Moyen,,2
2422,336,203,2023-05-09 19:14:40,26.444165414810357,10.0,0 days 09:07:00,UberBlack,Moyen,Bien,3
2423,224,92,2023-01-12 10:28:34,22.90064724922577,8.66,0 days 04:26:00,UberPool,Faible,,4
2424,481,1420,2023-08-26 03:08:14,36.09628579121614,13.65,0 days 11:31:00,UberSUV,Moyen,Mauvais,3
2425,150,1312,2023-04-21 13:08:32,54.47498075450934,20.6,0 days 14:21:00,UberSUV,Moyen,Moyen,2
2426,471,297,2023-10-15 15:13:03,13.38074769989404,5.06,0 days 03:51:00,UberPool,Elevé,Moyen,2
2427,314,1321,2023-03-23 21:02:22,60.90091295030825,23.03,0 days 14:51:00,UberBlack,Faible,Mauvais,4
2428,407,271,2023-02-05 23:29:00,7.034148000339555,2.66,0 days 02:35:00,UberBlack,Moyen,,3
2429,148,611,2023-04-30 08:32:50,35.83184413706803,13.55,0 days 13:00:00,UberX,Elevé,Bien,4
2430,200,1105,2023-01-05 13:31:09,29.141470287121013,11.02,0 days 10:16:00,UberBlack,Elevé,Mauvais,1
2431,212,1381,2023-11-05 06:34:09,30.278569399957856,11.45,0 days 07:13:00,UberBlack,Elevé,Bien,3
2432,231,245,2023-03-18 21:55:39,63.38666449930042,23.97,0 days 14:20:00,UberSUV,Elevé,Moyen,2
2433,362,941,2023-02-25 22:41:10,74.8105439584985,28.29,0 days 22:42:00,UberPool,Moyen,Mauvais,3
2434,162,383,2023-05-09 06:25:07,68.19950260479591,25.79,0 days 15:33:00,UberX,Elevé,,1
2435,453,176,2023-10-19 08:57:00,16.36893839176761,6.19,0 days 05:47:00,UberSUV,Moyen,Moyen,1
2436,365,773,2023-01-10 22:25:57,20.996667339359423,7.94,0 days 07:30:00,UberPool,Elevé,Bien,3
2437,434,766,2023-08-17 10:25:55,28.559698647995187,10.8,0 days 08:03:00,UberSUV,Moyen,Bien,2
2438,169,556,2023-11-21 01:05:38,21.4462181514112,8.11,0 days 05:14:00,UberPool,Moyen,Bien,2
2439,189,53,2023-11-23 08:18:19,43.950202919414814,16.62,0 days 16:29:00,UberBlack,Faible,Mauvais,2
2440,438,946,2023-08-01 15:19:08,71.34635828915835,26.98,0 days 22:41:00,UberPool,Elevé,Bien,1
2441,18,185,2023-04-08 07:47:51,75.41875976303913,28.52,1 days 01:25:00,UberSUV,Moyen,Moyen,4
2442,315,1084,2023-11-28 02:38:28,72.7478990561433,27.51,0 days 19:55:00,UberBlack,Moyen,Moyen,3
2443,47,87,2023-08-10 11:00:06,64.99975858960386,24.58,0 days 20:21:00,UberPool,Moyen,Bien,4
2444,64,1446,2023-03-23 00:27:11,12.455201910375678,4.71,0 days 04:16:00,UberSUV,Faible,Bien,4
2445,260,738,2023-01-15 01:12:03,51.09012758141361,19.32,0 days 12:18:00,UberBlack,Faible,,4
2446,469,1154,2023-05-21 20:21:55,42.8924363028224,16.22,0 days 09:21:00,UberBlack,Moyen,Bien,1
2447,217,1491,2023-12-03 17:55:23,43.553540438192655,16.47,0 days 13:52:00,UberSUV,Moyen,Moyen,4
2448,237,1181,2023-03-31 07:16:18,27.845706181795304,10.53,0 days 07:49:00,UberPool,Elevé,Mauvais,1
2449,94,466,2023-12-14 10:22:09,14.967397624782663,5.66,0 days 04:45:00,UberSUV,Faible,Mauvais,2
2450,114,1475,2023-06-05 00:11:19,29.85546275332089,11.29,0 days 07:32:00,UberBlack,Moyen,Mauvais,4
2451,234,1236,2023-01-21 00:25:50,9.678564541820592,3.66,0 days 03:06:00,UberPool,Moyen,,2
2452,218,493,2023-10-02 00:45:23,19.066243264078267,7.21,0 days 04:44:00,UberSUV,Elevé,Moyen,3
2453,208,479,2023-06-07 19:54:49,13.988963504434679,5.29,0 days 04:24:00,UberX,Moyen,,3
2454,2,1242,2023-07-06 15:31:33,20.81155818145575,7.87,0 days 05:39:00,UberBlack,Faible,Mauvais,2
2455,41,670,2023-12-26 12:27:01,12.243648587057194,4.63,0 days 02:56:00,UberSUV,Faible,Bien,2
2456,257,1431,2023-02-12 20:32:58,52.91477499503553,20.01,0 days 11:18:00,UberPool,Faible,Bien,1
2457,70,588,2023-08-25 16:26:55,43.659317099851904,16.51,0 days 11:58:00,UberPool,Elevé,Mauvais,4
2458,264,343,2023-06-29 09:49:47,58.89115637878266,22.27,0 days 21:12:00,UberX,Elevé,,3
2459,208,678,2023-08-29 05:07:23,67.27395681527756,25.44,0 days 16:02:00,UberSUV,Faible,Bien,4
2460,346,479,2023-12-12 10:35:21,19.066243264078267,7.21,0 days 06:56:00,UberSUV,Faible,Mauvais,3
2461,419,910,2023-09-03 02:24:57,45.72196200220711,17.29,0 days 13:47:00,UberX,Moyen,Mauvais,2
2462,286,762,2023-02-13 14:44:11,60.45136213825647,22.86,0 days 18:49:00,UberSUV,Faible,Moyen,1
2463,448,1229,2023-02-26 01:06:18,43.659317099851904,16.51,0 days 13:43:00,UberBlack,Elevé,Mauvais,2
2464,499,286,2023-12-14 20:38:16,67.74995179274414,25.62,0 days 20:33:00,UberX,Faible,Bien,4
2465,438,670,2023-06-30 07:01:59,43.20976628780012,16.34,0 days 13:59:00,UberPool,Elevé,Mauvais,1
2466,472,661,2023-10-09 18:01:50,72.82723155238772,27.54,0 days 14:51:00,UberSUV,Faible,Moyen,3
2467,406,36,2023-08-15 02:58:29,52.43878001756893,19.83,0 days 14:58:00,UberSUV,Faible,Moyen,2
2468,180,191,2023-09-16 04:59:56,13.48652436155328,5.1,0 days 04:01:00,UberX,Moyen,Moyen,2
2469,74,867,2023-11-15 05:52:57,59.04982137127152,22.33,0 days 20:46:00,UberPool,Faible,,3
2470,479,175,2023-06-20 21:53:55,9.57278788016135,3.62,0 days 03:20:00,UberBlack,Faible,Bien,4
2471,186,1313,2023-05-04 16:53:59,70.07703834924745,26.5,0 days 13:54:00,UberSUV,Moyen,Moyen,4
2472,35,1039,2023-11-11 02:14:59,23.82619303874413,9.01,0 days 05:03:00,UberBlack,Faible,,2
2473,88,1194,2023-02-16 14:29:28,13.936075173605056,5.27,0 days 03:04:00,UberBlack,Faible,,1
2474,444,557,2023-05-21 20:52:49,21.128888166433477,7.99,0 days 05:45:00,UberSUV,Moyen,Moyen,2
2475,491,1037,2023-01-30 17:21:05,8.197691278591211,3.1,0 days 01:39:00,UberBlack,Elevé,Moyen,3
2476,367,1352,2023-10-17 00:17:54,21.68421564014449,8.2,0 days 06:23:00,UberBlack,Elevé,Moyen,3
2477,424,649,2023-11-19 22:17:33,23.112200572544253,8.74,0 days 07:32:00,UberX,Faible,Moyen,4
2478,146,253,2023-12-14 09:04:36,30.622343550350394,11.58,0 days 10:29:00,UberPool,Moyen,,3
2479,195,75,2023-08-21 12:17:22,56.53762565686454,21.38,0 days 17:01:00,UberX,Faible,Bien,1
2480,416,504,2023-08-13 01:17:54,52.623889175472605,19.9,0 days 10:53:00,UberPool,Moyen,Mauvais,1
2481,51,824,2023-11-04 05:43:47,65.23775607833716,24.67,0 days 23:52:00,UberPool,Elevé,Moyen,2
2482,314,1067,2023-09-17 12:31:53,5.526830571695364,2.09,0 days 01:52:00,UberBlack,Moyen,,3
2483,14,250,2023-02-14 21:32:57,75.52453642469837,28.56,0 days 23:02:00,UberSUV,Faible,,1
2484,77,843,2023-07-26 17:20:04,9.281902060598435,3.51,0 days 03:22:00,UberBlack,Faible,,2
2485,405,116,2023-03-07 08:09:01,18.114253309145095,6.85,0 days 03:47:00,UberBlack,Faible,Bien,3
2486,324,1445,2023-03-22 10:36:03,77.32273967290548,29.24,1 days 01:14:00,UberPool,Elevé,Moyen,2
2487,171,127,2023-11-29 13:38:10,44.29397706980735,16.75,0 days 09:10:00,UberSUV,Elevé,,4
2488,373,892,2023-11-27 11:37:14,27.36971120432872,10.35,0 days 08:41:00,UberPool,Faible,Mauvais,2
2489,423,1117,2023-04-29 06:21:55,44.955081205177606,17.0,0 days 10:17:00,UberBlack,Elevé,Moyen,2
2490,373,976,2023-01-30 07:34:29,74.70476729683926,28.25,1 days 02:09:00,UberBlack,Moyen,,3
2491,100,649,2023-07-08 03:13:12,35.83184413706803,13.55,0 days 07:38:00,UberPool,Moyen,,3
2492,133,1381,2023-11-26 22:36:38,32.49987929480193,12.29,0 days 06:42:00,UberX,Moyen,Moyen,1
2493,252,476,2023-04-23 08:04:12,42.97176879906683,16.25,0 days 08:53:00,UberX,Moyen,,3
2494,80,368,2023-05-04 02:06:58,78.53917128198675,29.7,0 days 14:52:00,UberBlack,Elevé,,3
2495,304,585,2023-11-07 21:04:38,78.4069504549127,29.65,0 days 23:45:00,UberBlack,Moyen,Bien,1
2496,391,1290,2023-03-09 08:55:42,7.563031308635762,2.86,0 days 02:21:00,UberPool,Elevé,Moyen,3
2497,219,839,2023-10-28 07:05:45,12.032095263738713,4.55,0 days 03:44:00,UberSUV,Elevé,,2
2498,103,551,2023-01-01 20:59:58,14.359181820242023,5.43,0 days 04:40:00,UberPool,Faible,,3
2499,318,652,2023-02-14 15:50:08,29.85546275332089,11.29,0 days 10:25:00,UberPool,Moyen,Mauvais,3
2500,11,550,2023-09-07 19:27:48,7.3514779853172785,2.78,0 days 02:27:00,UberX,Moyen,Moyen,1
2501,336,594,2023-11-22 17:03:26,79.04161042486815,29.89,1 days 05:19:00,UberPool,Faible,Bien,4
2502,467,823,2023-12-04 01:44:55,5.315277248376881,2.01,0 days 01:44:00,UberPool,Moyen,Bien,3
2503,172,659,2023-01-22 15:48:10,39.322473971823,14.87,0 days 12:04:00,UberX,Moyen,Moyen,2
2504,119,213,2023-05-04 08:01:22,29.51168860292836,11.16,0 days 08:58:00,UberX,Faible,Bien,3
2505,92,338,2023-05-28 02:17:19,35.93762079872727,13.59,0 days 12:38:00,UberBlack,Moyen,,4
2506,481,451,2023-03-24 02:35:10,71.7430207703805,27.13,0 days 18:46:00,UberBlack,Moyen,Moyen,1
2507,289,657,2023-02-20 07:25:47,48.10193688954004,18.19,0 days 15:02:00,UberX,Faible,Moyen,4
2508,34,1337,2023-10-13 14:42:14,35.96406496414208,13.6,0 days 09:34:00,UberX,Moyen,Moyen,3
2509,214,458,2023-04-26 00:45:17,34.007196723446114,12.86,0 days 08:48:00,UberSUV,Moyen,Mauvais,1
2510,74,1061,2023-10-25 18:04:16,69.60104337178086,26.32,0 days 14:01:00,UberX,Elevé,Mauvais,2
2511,159,455,2023-08-11 12:57:47,68.4110559281144,25.87,0 days 12:59:00,UberX,Faible,Bien,1
2512,49,782,2023-01-13 20:26:58,68.25239093562553,25.81,0 days 23:12:00,UberBlack,Moyen,Moyen,3
2513,449,201,2023-02-03 14:48:51,47.14994693460686,17.83,0 days 09:28:00,UberBlack,Faible,Mauvais,2
2514,25,36,2023-03-10 22:40:22,73.91144233439495,27.95,0 days 20:16:00,UberBlack,Elevé,Moyen,3
2515,150,180,2023-12-25 23:05:01,6.346599699554486,2.4,0 days 01:20:00,UberPool,Faible,,4
2516,65,893,2023-09-18 19:04:20,19.039799098663458,7.2,0 days 03:59:00,UberPool,Moyen,Bien,4
2517,208,1030,2023-10-16 13:29:59,11.450323624612885,4.33,0 days 04:02:00,UberPool,Faible,,4
2518,46,194,2023-10-12 02:56:29,68.80771840933654,26.02,0 days 21:16:00,UberSUV,Elevé,Moyen,2
2519,109,541,2023-04-18 09:08:05,13.750966015701385,5.2,0 days 03:14:00,UberX,Elevé,Bien,1
2520,142,1018,2023-02-26 16:08:35,27.739929520136066,10.49,0 days 07:47:00,UberSUV,Faible,Moyen,2
2521,71,890,2023-10-02 03:54:05,38.5555931747935,14.58,0 days 13:15:00,UberSUV,Elevé,Mauvais,4
2522,362,350,2023-07-13 06:40:51,10.022338692213125,3.79,0 days 03:07:00,UberBlack,Elevé,,3
2523,384,1382,2023-04-14 17:23:04,25.809505444854906,9.76,0 days 07:41:00,UberBlack,Faible,,3
2524,274,1229,2023-08-20 09:08:27,5.473942240865743,2.07,0 days 01:26:00,UberPool,Elevé,Moyen,4
2525,9,1261,2023-02-09 23:29:29,6.161490541650814,2.33,0 days 01:29:00,UberPool,Moyen,Mauvais,2
2526,48,972,2023-07-17 19:31:03,36.12272995663095,13.66,0 days 09:22:00,UberX,Faible,Moyen,3
2527,345,729,2023-04-08 10:41:26,31.653666001528,11.97,0 days 08:06:00,UberSUV,Moyen,,1
2528,245,1482,2023-05-09 01:46:13,77.98384380827574,29.49,0 days 17:07:00,UberX,Faible,Mauvais,2
2529,272,1373,2023-12-17 01:57:32,6.981259669509934,2.64,0 days 02:09:00,UberSUV,Elevé,,3
2530,311,1379,2023-08-01 20:47:06,60.05469965703432,22.71,0 days 14:17:00,UberSUV,Faible,Mauvais,3
2531,379,189,2023-01-07 09:57:50,62.99000201807827,23.82,0 days 14:41:00,UberX,Elevé,Mauvais,4
2532,5,236,2023-12-22 05:30:21,71.02902830418061,26.86,0 days 14:31:00,UberBlack,Faible,Mauvais,2
2533,390,800,2023-09-16 20:19:15,40.38024058841541,15.27,0 days 12:17:00,UberPool,Faible,Mauvais,1
2534,77,1482,2023-09-02 06:11:08,74.5461023043504,28.19,0 days 14:26:00,UberSUV,Moyen,Moyen,3
2535,101,135,2023-08-21 14:09:34,18.722469113685733,7.08,0 days 04:46:00,UberPool,Elevé,Bien,1
2536,333,647,2023-07-26 03:56:06,3.2526323460216737,1.23,0 days 00:55:00,UberSUV,Elevé,,1
2537,407,1218,2023-02-10 10:31:52,7.668807970295004,2.9,0 days 01:54:00,UberX,Faible,Moyen,3
2538,239,768,2023-02-12 04:24:14,67.24751264986274,25.43,1 days 00:49:00,UberBlack,Elevé,Mauvais,4
2539,183,608,2023-12-15 20:59:24,12.772531895353403,4.83,0 days 02:32:00,UberBlack,Moyen,Bien,3
2540,452,784,2023-06-03 19:33:55,28.24236866301746,10.68,0 days 09:19:00,UberPool,Moyen,Moyen,2
2541,183,405,2023-11-13 20:57:59,11.476767790027694,4.34,0 days 02:47:00,UberX,Moyen,Mauvais,3
2542,412,929,2023-05-28 12:02:37,56.51118149144973,21.37,0 days 10:52:00,UberSUV,Faible,Moyen,2
2543,388,744,2023-12-23 14:15:51,59.55226051415292,22.52,0 days 19:06:00,UberPool,Faible,,1
2544,25,1251,2023-12-30 17:46:22,53.94609744621312,20.4,0 days 11:24:00,UberX,Faible,Mauvais,3
2545,232,767,2023-07-19 08:38:08,55.083196559049966,20.83,0 days 12:14:00,UberBlack,Moyen,,4
2546,483,1494,2023-05-16 01:25:53,54.23698326577605,20.51,0 days 11:13:00,UberBlack,Faible,Moyen,4
2547,356,302,2023-05-13 08:24:22,77.00540968792777,29.12,0 days 17:20:00,UberX,Faible,,4
2548,307,1175,2023-05-31 23:24:25,10.36611284260566,3.92,0 days 03:35:00,UberBlack,Faible,Bien,1
2549,398,138,2023-12-03 09:16:29,31.257003520305844,11.82,0 days 09:14:00,UberBlack,Elevé,Mauvais,1
2550,447,907,2023-05-28 09:00:33,26.02105876817339,9.84,0 days 08:44:00,UberSUV,Elevé,Mauvais,2
