ID_Client,Date_Inscription,Moyen_Paiement,Préférences,Evaluations_Chauffeurs,Préférences_Musique,Dépense_Totale,Nombre_Trajets,Compte_Vérifié
642,2021-08-09 23:17:02,Espèces,Eco,4.07,Hip-Hop,3302.22,81,True
643,2022-05-10 20:48:13,Carte de Crédit,VIP,1.55,Jazz,407.68,10,True
644,2020-07-27 09:30:24,Espèces,Famille,1.91,Pop,6726.75,165,False
645,2018-01-01 15:07:29,Carte de Crédit,Eco,4.92,Jazz,3506.06,86,True
646,2022-05-31 13:06:12,Carte de Crédit,Famille,1.07,Jazz,2242.25,55,True
647,2021-10-03 02:01:40,PayPal,Standard,1.82,Pop,733.83,18,True
648,2019-05-21 01:23:43,Espèces,Famille,4.87,Aucune,1304.58,32,False
649,2020-05-18 20:40:44,Espèces,Famille,2.78,Classique,2853.77,70,True
650,2019-05-07 15:36:27,Carte de Crédit,VIP,3.44,Classique,3791.44,93,True
651,2021-11-24 06:35:59,PayPal,Standard,1.33,Rock,4892.18,120,True
652,2018-11-20 06:49:24,PayPal,Standard,2.4,Jazz,1753.03,43,False
653,2018-03-27 08:06:35,PayPal,Standard,2.11,Rock,4851.41,119,True
654,2021-08-14 06:56:03,Carte de Crédit,Eco,1.54,Pop,733.83,18,False
655,2021-07-01 10:47:20,Espèces,VIP,3.2,Pop,4729.11,116,True
656,2022-03-25 00:42:25,Carte de Crédit,Standard,2.71,Pop,6359.83,156,False
657,2019-06-21 03:08:08,PayPal,VIP,1.78,Pop,6645.21,163,False
658,2019-07-24 00:34:31,Espèces,VIP,1.43,Rock,6930.59,170,True
659,2018-05-24 06:22:27,Carte de Crédit,Standard,4.36,Hip-Hop,2813.0,69,False
660,2021-09-09 10:19:19,Espèces,VIP,4.15,Jazz,1875.34,46,True
661,2019-04-28 00:41:25,Carte de Crédit,Famille,2.34,Aucune,815.36,20,True
662,2018-01-20 14:10:24,Espèces,Standard,1.77,Pop,0.0,0,True
663,2022-05-03 16:08:35,PayPal,VIP,2.22,Hip-Hop,3709.9,91,True
664,2021-09-21 13:37:27,PayPal,Eco,2.05,Rock,3954.51,97,False
665,2019-06-06 13:55:14,Carte de Crédit,Standard,2.02,Jazz,8112.86,199,True
666,2020-07-03 00:08:30,Espèces,Eco,1.7,Hip-Hop,3261.45,80,True
667,2022-05-04 06:58:06,Carte de Crédit,Eco,3.43,Classique,7990.56,196,True
668,2020-10-09 11:07:31,Espèces,Standard,3.79,Classique,7379.04,181,False
669,2018-04-04 14:11:04,PayPal,VIP,2.34,Pop,4280.66,105,True
670,2021-05-12 02:22:39,Espèces,Famille,2.69,Aucune,5218.32,128,False
671,2019-04-13 13:43:28,PayPal,Famille,3.86,Hip-Hop,1508.42,37,True
672,2018-06-20 22:41:51,PayPal,Famille,4.89,Pop,4606.8,113,True
673,2020-08-05 12:27:59,Carte de Crédit,Standard,2.3,Pop,3791.44,93,True
674,2020-01-01 11:21:45,PayPal,Eco,2.09,Hip-Hop,6359.83,156,True
675,2018-02-05 20:35:51,PayPal,Standard,4.45,Hip-Hop,1916.1,47,True
676,2019-09-21 11:11:43,Espèces,Standard,1.73,Rock,5503.7,135,True
677,2020-05-16 15:24:50,Carte de Crédit,Famille,1.67,Rock,5626.01,138,False
678,2021-02-16 18:32:14,PayPal,VIP,1.13,Classique,1386.12,34,True
679,2020-05-22 11:03:48,PayPal,Eco,3.1,Hip-Hop,4810.64,118,True
680,2020-09-25 01:12:24,Espèces,VIP,2.09,Classique,6074.46,149,True
681,2019-03-18 10:40:58,PayPal,VIP,2.61,Hip-Hop,6522.9,160,True
682,2021-10-10 18:52:21,PayPal,Eco,3.83,Classique,2201.48,54,True
683,2022-07-15 05:14:29,Espèces,Famille,4.1,Classique,3506.06,86,True
684,2020-04-10 04:03:27,Espèces,Famille,2.96,Classique,978.44,24,True
685,2020-11-17 14:45:12,Espèces,VIP,4.29,Pop,7215.96,177,False
686,2018-12-01 11:50:27,Carte de Crédit,Standard,4.71,Hip-Hop,3832.21,94,True
687,2022-08-24 22:38:24,PayPal,VIP,2.66,Rock,6971.35,171,True
688,2019-06-27 17:00:33,Espèces,Eco,1.11,Hip-Hop,652.29,16,False
689,2022-02-20 09:04:01,Carte de Crédit,Eco,3.52,Classique,203.84,5,True
690,2018-10-02 23:14:47,Espèces,Eco,3.86,Jazz,570.75,14,True
691,2022-01-04 02:03:39,Espèces,Famille,4.07,Jazz,6767.51,166,False
692,2018-02-20 03:30:37,Carte de Crédit,Eco,4.24,Rock,7909.02,194,True
693,2018-12-21 09:07:07,Espèces,VIP,4.0,Rock,774.59,19,True
694,2021-09-13 16:07:27,Carte de Crédit,Famille,1.26,Pop,3179.92,78,True
695,2020-08-07 14:05:06,PayPal,Famille,2.79,Hip-Hop,7786.72,191,True
696,2021-11-07 09:18:34,PayPal,Standard,1.92,Hip-Hop,8072.09,198,True
697,2021-09-18 06:57:37,Espèces,Standard,2.47,Hip-Hop,1549.19,38,False
698,2022-01-03 04:10:19,Carte de Crédit,Famille,3.47,Hip-Hop,1059.97,26,True
699,2019-12-04 21:13:26,Carte de Crédit,Famille,4.42,Aucune,4036.05,99,False
700,2022-07-01 13:18:31,PayPal,Famille,4.87,Pop,4932.95,121,True
701,2022-01-01 04:46:43,Espèces,Standard,3.02,Hip-Hop,7256.73,178,True
702,2020-12-22 00:40:47,Carte de Crédit,Standard,4.38,Jazz,7297.5,179,True
703,2018-08-29 07:31:50,Espèces,Eco,3.19,Classique,5870.61,144,True
704,2019-11-22 00:36:43,PayPal,Famille,3.25,Pop,693.06,17,True
705,2018-01-09 21:53:02,Espèces,Eco,3.63,Aucune,7175.2,176,True
706,2022-11-09 10:51:24,Carte de Crédit,VIP,3.29,Classique,1141.51,28,False
707,2019-05-09 12:56:13,Carte de Crédit,Standard,1.74,Jazz,4036.05,99,True
708,2020-05-20 10:05:47,Espèces,Famille,4.22,Classique,6889.82,169,True
709,2021-02-23 15:04:21,Carte de Crédit,VIP,1.47,Aucune,5259.09,129,True
710,2019-04-14 23:14:28,Carte de Crédit,VIP,4.31,Jazz,5381.4,132,True
711,2020-06-05 15:13:27,PayPal,Famille,1.79,Hip-Hop,1671.49,41,True
712,2020-04-28 04:21:47,PayPal,Standard,3.94,Pop,1793.8,44,False
713,2022-05-28 06:30:39,PayPal,Standard,2.42,Classique,5789.08,142,True
714,2019-01-27 14:27:02,PayPal,Standard,1.64,Hip-Hop,40.77,1,False
715,2019-10-27 14:36:51,Carte de Crédit,Standard,1.47,Rock,7052.89,173,True
716,2019-06-12 15:54:38,Carte de Crédit,Famille,3.74,Jazz,7134.43,175,False
717,2021-06-09 18:57:11,Carte de Crédit,Standard,2.01,Jazz,3750.67,92,True
718,2022-01-13 19:42:39,PayPal,Eco,3.91,Jazz,6115.22,150,True
719,2020-04-18 11:36:23,Carte de Crédit,VIP,4.6,Pop,5055.25,124,True
720,2020-11-14 21:32:20,Espèces,Standard,3.81,Classique,7134.43,175,True
721,2022-09-25 19:52:45,PayPal,Eco,3.05,Hip-Hop,1467.65,36,True
722,2021-03-22 20:24:21,PayPal,Standard,3.61,Aucune,5299.86,130,True
723,2020-08-31 23:52:58,Carte de Crédit,Standard,2.57,Pop,6441.37,158,False
724,2020-09-25 02:45:44,Carte de Crédit,Eco,1.87,Hip-Hop,1549.19,38,True
725,2018-08-13 12:46:14,PayPal,VIP,2.85,Pop,5136.79,126,True
726,2022-11-22 08:41:48,PayPal,Famille,4.59,Jazz,7705.18,189,False
727,2019-04-20 10:42:53,Carte de Crédit,VIP,1.23,Jazz,2568.39,63,False
728,2022-10-09 02:28:05,PayPal,Famille,2.75,Classique,1875.34,46,False
729,2022-12-15 02:19:36,PayPal,Eco,2.55,Rock,2283.02,56,False
730,2022-12-08 23:17:20,PayPal,Famille,1.39,Aucune,7256.73,178,False
731,2019-06-16 11:18:07,Espèces,Standard,3.92,Pop,3669.13,90,False
732,2020-08-22 10:40:53,PayPal,Famille,1.98,Jazz,1467.65,36,True
733,2019-06-20 13:53:14,Carte de Crédit,Standard,3.53,Jazz,3098.38,76,True
734,2020-07-01 22:47:46,PayPal,Eco,4.18,Rock,693.06,17,True
735,2018-07-20 08:09:41,Espèces,VIP,1.75,Hip-Hop,2446.09,60,True
736,2018-04-23 07:11:21,Espèces,Standard,1.27,Aucune,5299.86,130,True
737,2019-03-28 02:04:01,Carte de Crédit,Famille,4.88,Jazz,7052.89,173,True
738,2022-06-11 04:07:56,PayPal,Standard,1.2,Pop,4199.12,103,True
739,2019-07-29 01:13:34,Espèces,VIP,3.52,Pop,3098.38,76,False
740,2018-08-04 20:35:46,PayPal,Standard,2.59,Hip-Hop,1100.74,27,True
741,2021-04-24 07:17:13,PayPal,VIP,3.8,Aucune,6196.76,152,True
742,2022-06-15 10:46:57,PayPal,Standard,4.79,Classique,5503.7,135,True
743,2020-12-12 06:18:58,Carte de Crédit,Standard,1.18,Classique,3220.68,79,False
744,2021-11-17 10:10:31,Carte de Crédit,Famille,3.2,Hip-Hop,3669.13,90,True
745,2022-09-25 07:22:00,Espèces,Standard,2.26,Pop,1753.03,43,True
746,2021-11-15 18:27:42,Espèces,Eco,1.46,Hip-Hop,3872.97,95,True
747,2022-07-23 19:31:55,Espèces,Eco,3.48,Pop,693.06,17,True
748,2019-10-17 19:38:06,Espèces,Standard,4.32,Pop,6115.22,150,False
749,2020-11-03 06:16:53,Carte de Crédit,Standard,2.59,Aucune,326.15,8,True
750,2020-12-05 15:21:56,PayPal,VIP,1.88,Pop,2853.77,70,False
751,2018-12-09 03:22:53,Espèces,Famille,3.95,Pop,5748.31,141,True
752,2018-06-22 13:30:18,Carte de Crédit,Eco,3.62,Hip-Hop,2242.25,55,False
753,2021-01-09 21:45:43,PayPal,Standard,1.11,Pop,1589.96,39,True
754,2018-02-26 15:09:42,Espèces,Eco,3.11,Classique,7256.73,178,False
755,2021-09-27 22:24:45,Espèces,VIP,2.93,Aucune,7215.96,177,False
756,2018-04-25 07:56:48,Carte de Crédit,Famille,2.36,Hip-Hop,6930.59,170,True
757,2021-10-21 11:36:14,Espèces,Standard,1.58,Rock,2079.18,51,True
758,2019-10-25 21:32:49,Carte de Crédit,VIP,1.85,Aucune,7256.73,178,False
759,2020-10-29 23:47:55,Espèces,Famille,1.51,Jazz,1426.89,35,True
760,2021-04-11 12:18:25,Espèces,Eco,4.9,Aucune,3465.29,85,True
761,2018-05-11 02:26:52,Carte de Crédit,Standard,4.89,Hip-Hop,2201.48,54,True
762,2018-06-08 01:21:33,Espèces,Eco,2.24,Aucune,6074.46,149,True
763,2022-04-02 05:33:38,Carte de Crédit,VIP,2.67,Classique,5585.24,137,True
764,2020-11-17 19:58:48,PayPal,Famille,4.88,Aucune,1304.58,32,True
765,2018-05-06 13:44:13,Espèces,Famille,2.97,Jazz,693.06,17,False
766,2021-01-10 06:32:23,Carte de Crédit,Famille,2.06,Jazz,489.22,12,False
767,2021-06-24 05:44:11,PayPal,Standard,2.2,Aucune,3220.68,79,True
768,2018-01-28 19:22:31,Carte de Crédit,Eco,3.49,Rock,122.3,3,True
769,2022-12-16 23:55:54,Carte de Crédit,Eco,1.0,Hip-Hop,5462.93,134,True
770,2019-06-07 10:39:41,Espèces,Standard,4.77,Aucune,2853.77,70,False
771,2019-07-31 10:00:43,PayPal,Standard,3.62,Classique,2283.02,56,True
772,2020-07-10 09:06:19,Espèces,Famille,3.2,Hip-Hop,1263.81,31,True
773,2022-12-14 01:15:41,Carte de Crédit,VIP,1.55,Hip-Hop,3383.76,83,True
774,2021-05-24 11:06:53,Carte de Crédit,VIP,4.22,Aucune,163.07,4,False
775,2022-07-12 21:03:40,PayPal,VIP,1.31,Jazz,7379.04,181,True
776,2022-08-02 08:08:56,Carte de Crédit,Famille,4.79,Classique,6196.76,152,True
777,2022-07-10 19:42:59,Carte de Crédit,Eco,3.81,Pop,3913.74,96,False
778,2022-03-28 18:06:11,Espèces,Standard,3.93,Jazz,652.29,16,True
779,2021-04-07 17:16:44,PayPal,Standard,4.25,Hip-Hop,6849.05,168,False
780,2018-08-06 03:50:33,PayPal,Famille,1.83,Classique,4892.18,120,True
781,2019-05-18 06:43:48,Espèces,VIP,1.06,Rock,2486.86,61,False
782,2022-06-11 02:23:19,PayPal,Eco,1.01,Hip-Hop,489.22,12,True
783,2020-08-20 23:05:11,Carte de Crédit,VIP,1.66,Aucune,81.54,2,True
784,2019-08-31 06:47:51,Espèces,Famille,4.88,Classique,2772.23,68,False
785,2022-12-13 23:48:41,Espèces,VIP,3.74,Jazz,6278.3,154,True
786,2018-01-02 22:45:29,Espèces,Standard,2.43,Rock,6033.69,148,True
787,2022-03-10 02:25:40,PayPal,VIP,2.52,Aucune,2364.55,58,False
788,2021-12-21 03:38:56,PayPal,Eco,2.52,Rock,2323.78,57,True
789,2018-02-19 06:17:22,Espèces,VIP,2.75,Pop,4076.82,100,True
790,2018-02-23 22:40:57,Carte de Crédit,Famille,1.59,Pop,163.07,4,False
791,2022-08-14 18:31:37,Carte de Crédit,Eco,2.8,Rock,3057.61,75,True
792,2022-09-29 19:52:48,Carte de Crédit,VIP,2.1,Hip-Hop,3872.97,95,True
793,2019-03-31 17:15:33,PayPal,VIP,1.53,Rock,856.13,21,True
794,2019-08-23 03:59:55,Espèces,Standard,4.98,Jazz,5462.93,134,True
795,2022-05-15 18:20:39,Espèces,VIP,1.53,Pop,326.15,8,True
796,2022-07-12 20:00:54,Espèces,Famille,4.94,Aucune,4402.96,108,True
797,2018-06-10 13:28:41,PayPal,Famille,3.82,Aucune,4932.95,121,True
798,2022-03-21 09:13:21,PayPal,Famille,4.43,Aucune,2976.08,73,True
799,2018-02-18 00:11:56,Espèces,Eco,4.63,Pop,1630.73,40,True
800,2021-09-05 08:59:15,Carte de Crédit,Famille,4.21,Aucune,3709.9,91,True
801,2021-08-29 08:26:09,PayPal,VIP,1.85,Jazz,3139.15,77,True
802,2021-11-05 01:54:16,Espèces,VIP,2.83,Classique,3506.06,86,False
803,2019-07-12 02:28:35,PayPal,Standard,3.65,Rock,1508.42,37,True
804,2018-02-10 22:50:40,Espèces,Famille,2.53,Aucune,3261.45,80,False
805,2019-05-16 14:09:25,PayPal,Standard,3.9,Aucune,6400.6,157,False
806,2020-05-06 22:17:04,Carte de Crédit,VIP,4.04,Pop,1753.03,43,True
807,2018-06-27 00:52:46,Espèces,Eco,1.98,Rock,6889.82,169,False
808,2022-09-17 00:46:28,Carte de Crédit,Eco,4.89,Hip-Hop,2119.94,52,True
809,2020-04-27 15:19:23,Espèces,Standard,2.59,Rock,2853.77,70,True
810,2018-11-12 19:54:47,Carte de Crédit,Standard,1.39,Aucune,4362.19,107,True
811,2022-11-12 20:03:32,Espèces,VIP,2.67,Rock,1141.51,28,True
812,2022-10-06 19:47:32,Espèces,VIP,4.13,Jazz,7460.57,183,True
813,2018-10-07 15:39:36,Carte de Crédit,Standard,1.23,Classique,5585.24,137,True
814,2021-10-21 09:45:24,Espèces,Famille,4.12,Aucune,2894.54,71,False
815,2021-03-08 23:38:52,Carte de Crédit,VIP,1.21,Hip-Hop,5707.54,140,True
816,2022-05-14 21:14:48,PayPal,VIP,4.81,Aucune,1671.49,41,True
817,2020-05-11 10:29:17,PayPal,VIP,4.28,Rock,652.29,16,False
818,2019-03-15 18:12:24,Espèces,Famille,3.46,Hip-Hop,2242.25,55,False
819,2020-05-07 17:45:17,Espèces,VIP,1.27,Rock,1141.51,28,False
820,2018-01-25 22:01:58,Carte de Crédit,VIP,3.69,Jazz,2690.7,66,False
821,2020-09-21 12:01:19,PayPal,VIP,3.03,Pop,5340.63,131,True
822,2019-09-27 14:11:21,Carte de Crédit,Eco,4.61,Rock,4484.5,110,True
823,2020-05-05 04:52:44,PayPal,Eco,4.67,Rock,5829.85,143,True
824,2018-05-15 15:51:04,PayPal,Standard,4.88,Rock,6767.51,166,True
825,2018-10-16 13:26:44,Carte de Crédit,VIP,4.11,Classique,6482.14,159,True
826,2018-11-30 09:13:16,Espèces,Famille,3.48,Classique,5422.16,133,True
827,2022-08-30 03:54:39,Carte de Crédit,Standard,4.61,Hip-Hop,285.38,7,False
828,2020-11-15 01:30:26,Espèces,Eco,3.74,Jazz,1834.57,45,True
829,2020-07-29 23:00:09,Espèces,Famille,3.27,Aucune,5096.02,125,True
830,2018-04-21 18:55:34,Carte de Crédit,VIP,1.13,Classique,7664.41,188,True
831,2020-06-22 19:19:56,PayPal,Famille,1.89,Classique,285.38,7,True
832,2020-04-11 07:57:35,PayPal,Famille,2.44,Pop,6604.44,162,False
833,2018-02-05 08:59:03,Espèces,Standard,1.57,Classique,5096.02,125,True
834,2020-03-15 23:21:30,Espèces,VIP,2.71,Rock,5626.01,138,True
835,2022-09-23 16:43:41,PayPal,Standard,2.28,Hip-Hop,4036.05,99,True
836,2020-10-05 16:32:32,Espèces,Eco,3.02,Pop,6400.6,157,True
837,2020-12-30 14:35:11,PayPal,Eco,3.3,Hip-Hop,5911.38,145,True
838,2018-06-01 00:09:27,Espèces,VIP,4.24,Pop,1589.96,39,True
839,2020-10-30 03:25:42,PayPal,Eco,3.01,Hip-Hop,6726.75,165,True
840,2019-11-05 20:07:29,PayPal,Standard,2.45,Pop,1467.65,36,True
841,2018-12-30 14:47:04,Espèces,Eco,2.36,Hip-Hop,5218.32,128,True
842,2019-05-19 10:15:10,PayPal,Standard,1.28,Pop,5462.93,134,True
843,2020-12-15 17:28:37,Carte de Crédit,Eco,3.64,Jazz,4566.03,112,False
844,2022-01-28 18:00:59,Carte de Crédit,Eco,3.41,Aucune,2364.55,58,False
845,2021-06-16 18:19:45,Espèces,Standard,4.06,Jazz,4606.8,113,True
846,2020-02-24 16:20:34,Carte de Crédit,VIP,3.67,Classique,529.99,13,True
847,2020-03-12 10:04:08,Espèces,VIP,3.17,Hip-Hop,2242.25,55,False
848,2019-02-12 20:50:16,Carte de Crédit,VIP,2.17,Rock,5177.56,127,True
849,2022-05-23 17:55:00,Carte de Crédit,Eco,3.73,Jazz,4647.57,114,True
850,2022-01-05 16:08:15,Espèces,Standard,4.23,Classique,1875.34,46,False
851,2018-11-23 03:44:25,PayPal,Famille,4.9,Hip-Hop,4036.05,99,True
852,2020-12-06 16:01:19,Espèces,Famille,1.12,Jazz,6522.9,160,True
853,2022-04-04 14:16:16,Carte de Crédit,Standard,4.69,Jazz,81.54,2,True
854,2021-11-03 01:30:04,Espèces,Eco,3.78,Pop,8112.86,199,True
855,2021-04-16 04:27:16,Espèces,Standard,1.26,Jazz,1875.34,46,True
856,2018-09-07 07:13:46,PayPal,Famille,1.64,Classique,7338.27,180,True
857,2020-06-19 11:32:44,Espèces,Standard,3.48,Aucune,5666.77,139,False
858,2020-11-11 23:45:12,Espèces,Eco,2.44,Hip-Hop,5585.24,137,False
859,2021-10-20 05:03:06,Carte de Crédit,VIP,1.54,Jazz,2649.93,65,False
860,2019-09-24 10:05:08,PayPal,Famille,4.22,Classique,5299.86,130,True
861,2020-12-03 07:47:37,Espèces,Standard,1.3,Hip-Hop,7419.8,182,True
862,2022-10-25 12:48:27,Carte de Crédit,Eco,3.22,Jazz,5870.61,144,False
863,2021-12-17 10:05:53,Espèces,Famille,3.15,Classique,6115.22,150,True
864,2021-04-11 10:51:04,Carte de Crédit,Eco,3.37,Classique,8031.33,197,False
865,2018-11-08 10:36:20,Espèces,Standard,3.17,Aucune,6278.3,154,False
866,2022-07-22 13:05:58,Espèces,VIP,2.02,Aucune,7909.02,194,True
867,2018-12-19 21:58:05,PayPal,Famille,4.6,Classique,7052.89,173,True
868,2022-05-27 10:36:10,Carte de Crédit,VIP,2.03,Jazz,4158.35,102,False
869,2022-08-02 07:22:29,Carte de Crédit,Eco,2.8,Rock,1753.03,43,True
870,2021-12-30 14:08:53,PayPal,Famille,3.09,Hip-Hop,285.38,7,False
871,2019-12-19 03:38:35,Espèces,Eco,1.42,Classique,1630.73,40,True
872,2019-02-20 20:22:57,PayPal,Standard,4.81,Pop,7215.96,177,False
873,2022-03-16 09:51:23,PayPal,VIP,4.51,Rock,7868.25,193,True
874,2019-12-15 17:17:31,PayPal,VIP,1.03,Jazz,7582.88,186,True
875,2019-05-28 21:00:30,Espèces,Famille,4.15,Jazz,6115.22,150,True
876,2020-03-23 13:32:56,PayPal,VIP,1.91,Pop,5340.63,131,True
877,2019-02-27 11:31:38,Espèces,Standard,3.73,Pop,4158.35,102,False
878,2021-09-22 09:54:52,Espèces,Famille,1.57,Classique,2813.0,69,True
879,2018-12-08 14:04:04,PayPal,Standard,1.69,Pop,163.07,4,True
880,2019-07-15 08:37:33,Carte de Crédit,Standard,1.54,Rock,7460.57,183,False
881,2021-12-17 08:09:57,Espèces,VIP,3.59,Hip-Hop,3709.9,91,False
882,2021-04-09 19:19:15,PayPal,Famille,2.45,Aucune,5177.56,127,True
883,2019-07-03 04:36:37,PayPal,VIP,2.8,Pop,5462.93,134,False
884,2020-06-17 11:51:57,PayPal,Eco,1.54,Hip-Hop,1916.1,47,True
885,2019-06-20 11:02:51,PayPal,Standard,3.36,Rock,2649.93,65,True
886,2018-11-12 17:11:37,Carte de Crédit,Standard,2.13,Pop,4525.27,111,True
887,2022-03-07 17:09:42,Espèces,Standard,2.73,Pop,7215.96,177,False
888,2022-01-07 04:44:10,Carte de Crédit,Eco,1.14,Rock,2609.16,64,True
889,2021-07-22 08:19:50,Espèces,Standard,4.55,Classique,6685.98,164,True
890,2018-01-14 06:15:19,Espèces,VIP,1.27,Jazz,3302.22,81,True
891,2022-03-23 19:50:13,Carte de Crédit,Eco,4.44,Jazz,1997.64,49,True
892,2018-05-21 18:24:56,Espèces,Eco,2.31,Pop,4443.73,109,True
893,2022-12-17 00:42:11,Espèces,Standard,4.72,Jazz,6849.05,168,True
894,2020-12-16 16:01:22,Espèces,Eco,2.78,Rock,1467.65,36,True
895,2019-02-24 11:53:23,PayPal,VIP,3.11,Classique,4402.96,108,False
896,2022-04-04 04:00:48,Carte de Crédit,Standard,3.05,Jazz,2323.78,57,True
897,2020-03-13 07:00:50,Carte de Crédit,Standard,2.49,Pop,1793.8,44,True
898,2021-11-26 01:44:17,Carte de Crédit,Standard,4.75,Aucune,6971.35,171,True
899,2018-07-14 21:35:16,Espèces,Eco,3.5,Hip-Hop,7623.65,187,True
900,2018-09-26 04:40:40,Espèces,VIP,5.0,Classique,3669.13,90,True
901,2019-09-10 12:44:06,PayPal,Famille,3.75,Hip-Hop,4525.27,111,True
902,2022-06-02 04:35:32,PayPal,Famille,1.03,Pop,1386.12,34,False
903,2021-01-21 21:45:55,Espèces,Eco,3.75,Pop,7501.34,184,True
904,2022-02-17 20:59:44,Espèces,Famille,3.3,Rock,2976.08,73,False
905,2021-07-12 18:12:55,Espèces,Famille,4.78,Classique,937.67,23,False
906,2022-03-26 18:49:27,PayPal,Standard,1.37,Hip-Hop,529.99,13,False
907,2018-07-02 13:04:17,PayPal,VIP,3.91,Rock,2976.08,73,True
908,2021-12-26 05:28:26,Espèces,VIP,3.74,Pop,3709.9,91,False
909,2019-09-01 16:44:37,PayPal,VIP,1.98,Hip-Hop,1059.97,26,True
910,2020-12-25 11:19:27,PayPal,Eco,1.05,Classique,7664.41,188,True
911,2022-08-21 20:17:24,Carte de Crédit,Standard,1.02,Hip-Hop,3179.92,78,True
912,2018-08-19 15:52:10,PayPal,Standard,3.63,Aucune,7745.95,190,False
913,2020-07-13 13:40:13,Espèces,Eco,4.21,Classique,5055.25,124,True
914,2018-02-14 05:57:42,PayPal,VIP,2.11,Hip-Hop,3587.6,88,False
915,2018-07-03 12:48:24,Espèces,Standard,2.22,Pop,6196.76,152,False
916,2020-04-28 23:15:22,Espèces,Eco,1.11,Hip-Hop,5218.32,128,False
917,2021-05-27 06:17:34,Espèces,VIP,4.26,Hip-Hop,7460.57,183,True
918,2020-02-09 18:18:17,Espèces,VIP,1.13,Rock,203.84,5,True
919,2021-09-06 23:40:51,Carte de Crédit,Famille,4.37,Classique,6359.83,156,False
920,2019-07-24 01:15:18,Espèces,Famille,4.6,Classique,5136.79,126,True
921,2022-08-31 17:30:11,PayPal,Standard,4.81,Pop,6400.6,157,False
922,2019-07-09 18:30:45,Espèces,Standard,3.43,Classique,4076.82,100,True
923,2018-02-26 03:47:22,Carte de Crédit,Famille,3.98,Aucune,4688.34,115,True
924,2022-02-01 22:03:03,Espèces,VIP,4.69,Hip-Hop,6849.05,168,True
925,2018-08-15 14:29:39,PayPal,Eco,3.91,Classique,3179.92,78,False
926,2018-06-01 20:29:40,PayPal,Eco,1.53,Pop,1182.28,29,True
927,2019-12-06 19:06:46,Espèces,Famille,3.78,Rock,3750.67,92,True
928,2020-07-06 03:56:34,PayPal,Famille,1.48,Rock,2568.39,63,True
929,2018-12-29 13:13:20,Carte de Crédit,Standard,2.61,Aucune,6115.22,150,False
930,2019-11-28 06:50:18,Carte de Crédit,VIP,4.9,Rock,7623.65,187,True
931,2018-05-22 07:46:34,Espèces,Eco,1.01,Aucune,3628.37,89,False
932,2018-04-04 12:43:47,Espèces,Eco,3.82,Rock,81.54,2,True
933,2022-09-06 05:59:30,Carte de Crédit,Eco,2.29,Pop,1834.57,45,True
934,2019-09-11 18:45:47,Espèces,Standard,4.05,Aucune,3709.9,91,True
935,2018-03-24 04:57:34,PayPal,Famille,4.85,Jazz,3261.45,80,True
936,2020-07-19 05:57:48,Carte de Crédit,Standard,3.83,Jazz,4566.03,112,True
937,2020-04-18 06:14:08,Carte de Crédit,Famille,1.57,Classique,2242.25,55,True
938,2022-05-31 20:06:16,Carte de Crédit,Eco,2.76,Rock,6033.69,148,False
939,2020-11-07 14:04:39,Espèces,Standard,2.24,Classique,815.36,20,True
940,2019-05-01 03:56:13,Espèces,Standard,2.61,Pop,3302.22,81,True
941,2018-05-28 14:12:02,PayPal,Eco,2.99,Aucune,3750.67,92,False
942,2022-01-03 04:27:46,Espèces,Eco,2.0,Hip-Hop,5422.16,133,True
943,2022-11-14 23:35:24,PayPal,VIP,3.84,Jazz,896.9,22,True
944,2020-01-13 02:49:40,Carte de Crédit,VIP,1.26,Rock,5299.86,130,True
945,2020-06-02 14:22:52,Espèces,Standard,4.08,Aucune,3546.83,87,True
946,2022-01-27 23:59:28,Espèces,Famille,4.71,Hip-Hop,3098.38,76,True
947,2022-11-26 21:44:49,Espèces,Standard,2.03,Pop,5992.92,147,True
948,2021-03-05 07:09:22,PayPal,Famille,1.91,Pop,5585.24,137,True
949,2019-07-09 08:42:14,Espèces,Famille,1.23,Classique,0.0,0,True
950,2020-04-20 12:58:22,Espèces,VIP,1.79,Jazz,3669.13,90,False
951,2019-01-16 04:35:16,Carte de Crédit,Standard,3.56,Aucune,2201.48,54,False
952,2019-11-13 05:50:33,PayPal,VIP,3.64,Hip-Hop,7134.43,175,True
953,2018-11-30 15:39:20,Carte de Crédit,Eco,3.11,Pop,5299.86,130,True
954,2022-10-04 05:49:01,PayPal,VIP,4.55,Hip-Hop,6278.3,154,True
955,2018-02-28 16:07:40,Carte de Crédit,Eco,1.42,Aucune,1223.04,30,False
956,2022-05-31 09:49:17,Espèces,Famille,1.31,Rock,489.22,12,True
957,2019-04-23 07:06:55,Espèces,Famille,3.76,Jazz,2568.39,63,True
958,2021-02-19 16:40:20,Espèces,Standard,2.84,Classique,6726.75,165,True
959,2021-08-30 18:55:35,PayPal,Standard,4.38,Pop,3913.74,96,True
960,2022-10-10 11:05:19,Carte de Crédit,Standard,2.59,Pop,1182.28,29,False
961,2019-03-18 03:17:19,PayPal,VIP,1.81,Hip-Hop,815.36,20,True
962,2018-08-10 23:20:56,PayPal,Famille,4.07,Pop,3791.44,93,True
963,2021-07-19 12:52:38,Carte de Crédit,Standard,4.69,Rock,7745.95,190,True
